Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
bieber	9006	4.44	1.1980	--	3384	--
резкость	9007	4.44	1.2803	--	2822	--
нечего	9008	4.44	0.8122	885	908	2964
толпа	9009	4.44	1.1634	3575	4681	--
реже	9010	4.44	0.7045	--	--	3539
не	9011	4.42	0.7584	1	3	4
end	9012	4.42	1.0319	--	3040	--
sorry	9013	4.42	1.1445	--	3574	--
иран	9014	4.42	1.3716	--	4601	--
хакеры	9015	4.42	1.4995	--	1854	--
попался	9016	4.42	1.3107	3988	--	--
никому	9017	4.42	0.8104	717	988	2834
отложений	9018	4.42	0.9916	--	--	2048
полицейский	9019	4.42	1.1622	1581	--	--
советская	9020	4.42	1.2792	--	--	1552
политической	9021	4.42	0.9495	--	4902	555
орудия	9022	4.42	1.2469	--	--	3885
охуенно	9023	4.42	2.9073	--	3295	--
янукович	9024	4.42	1.3415	--	1259	--
кислот	9025	4.42	0.9055	--	--	4168
последнее	9026	4.42	1.2469	933	897	799
остатки	9027	4.42	0.9916	--	--	2552
борьба	9028	4.42	1.4581	--	4638	756
цру	9029	4.42	1.0515	3367	--	--
фракции	9030	4.42	0.9278	--	--	3671
зависят	9031	4.42	0.8827	--	--	3823
черного	9032	4.42	1.3107	--	--	4326
отпустите	9033	4.42	1.1265	1816	--	--
исторш	9034	4.40	1.0690	--	--	3059
пропустить	9035	4.40	0.9897	4070	--	--
нe	9036	4.40	0.7825	913	--	--
уезжать	9037	4.40	1.0302	4783	--	--
наделал	9038	4.40	0.9035	4655	--	--
лекарства	9039	4.40	1.5253	2758	--	--
требований	9040	4.40	1.0302	--	--	2567
закрыть	9041	4.40	0.9897	2656	3305	--
операций	9042	4.40	0.9689	--	--	2410
требование	9043	4.40	0.9897	--	--	3465
ничего	9044	4.40	0.9258	61	121	210
закрой	9045	4.40	0.9689	1627	--	--
оппозиция	9046	4.40	0.9476	--	1658	--
закройте	9047	4.40	0.9689	4219	--	--
никак	9048	4.40	0.9476	1155	724	1973
сражаться	9049	4.40	1.4286	2588	--	--
инспектор	9050	4.40	0.9476	2245	--	--
санитары	9051	4.40	1.3093	--	727	--
велел	9052	4.40	1.1606	4768	--	--
режима	9053	4.40	1.0102	--	--	1756
отойди	9054	4.38	1.1586	2083	--	--
no	9055	4.38	1.0079	3501	449	--
закончился	9056	4.38	1.0280	--	2620	--
зоны	9057	4.38	1.2103	--	--	938
without	9058	4.38	0.8303	--	1236	--
уехал	9059	4.38	0.8545	1740	4583	--
армии	9060	4.38	1.0280	1597	3010	401
отойдите	9061	4.38	0.8781	2676	--	--
марксизма	9062	4.38	1.2919	--	--	2653
военной	9063	4.38	1.0669	--	--	1304
указ	9064	4.38	1.0859	--	--	3918
заканчивается	9065	4.38	1.0280	3773	3556	--
воинов	9066	4.38	1.3686	--	--	4939
заплачу	9067	4.38	1.6769	2651	--	--
темноте	9068	4.38	1.0669	3805	--	--
требую	9069	4.38	1.1045	4879	--	--
осторожнее	9070	4.38	0.9666	2252	--	--
черные	9071	4.38	1.3981	4076	--	3998
clinic	9072	4.38	1.0859	--	1743	--
митинга	9073	4.38	1.0669	--	596	--
кндр	9074	4.36	1.1021	--	3496	--
напряжений	9075	4.36	1.0451	--	--	3058
закончилось	9076	4.36	1.0451	2708	4429	--
чуров	9077	4.36	1.6132	--	1696	--
снижения	9078	4.36	1.1911	--	--	3097
слухи	9079	4.36	1.1205	2556	3803	--
проверки	9080	4.36	0.9638	--	--	3749
госдумы	9081	4.36	1.1739	--	2655	--
заняты	9082	4.36	0.8271	2969	--	--
должен	9083	4.36	1.0451	96	369	307
кислоты	9084	4.36	1.0451	--	--	1511
митинге	9085	4.36	1.0835	--	663	--
власти	9086	4.36	1.2415	1653	400	257
дна	9087	4.36	1.1563	--	--	4471
полицейские	9088	4.36	1.1386	3470	3716	--
партийной	9089	4.36	1.1021	--	--	2541
забрал	9090	4.36	1.0053	2205	--	--
скота	9091	4.36	1.0835	--	--	1537
not	9092	4.36	0.8981	4745	354	--
комиссии	9093	4.34	0.9607	--	4828	1091
концу	9094	4.34	1.1713	4056	3531	1686
невольно	9095	4.34	0.9817	--	--	3413
баба	9096	4.34	1.5858	--	3079	--
black	9097	4.34	1.2056	--	1205	--
военных	9098	4.34	1.1537	--	4906	1236
черный	9099	4.34	1.1178	2052	2422	4219
империализма	9100	4.34	1.0616	--	--	2705
социализм	9101	4.34	1.1178	--	--	3139
черной	9102	4.34	1.1178	--	--	3082
молчать	9103	4.34	1.0806	3631	4267	--
нaзaд	9104	4.34	0.9172	--	2770	--
борьбы	9105	4.34	1.0422	--	3403	364
сокращения	9106	4.34	1.0994	--	--	4015
туалете	9107	4.34	1.1886	4806	4389	--
эх	9108	4.32	1.0962	4406	1014	--
рисковать	9109	4.32	1.2526	3619	--	--
бывшего	9110	4.32	0.9988	--	4047	4766
расхода	9111	4.32	0.9988	--	--	4331
пила	9112	4.32	1.1683	--	4842	--
овд	9113	4.32	1.0962	--	3183	--
мвд	9114	4.32	1.1507	--	440	--
пациент	9115	4.32	1.2688	4058	--	--
бросьте	9116	4.32	0.9134	3808	--	--
последнего	9117	4.32	0.8908	3413	3460	1461
решетки	9118	4.32	1.3005	--	--	4971
уменьшение	9119	4.32	0.9134	--	--	2800
едро	9120	4.30	1.1650	--	1391	--
обязанность	9121	4.30	1.0546	--	--	4466
брось	9122	4.30	0.8864	968	--	--
мимо	9123	4.30	1.1650	1686	1547	2080
партией	9124	4.30	1.1824	--	--	3957
соснули	9125	4.30	1.8544	--	2276	--
давления	9126	4.30	0.9313	--	--	1182
некогда	9127	4.30	0.8864	--	4109	3684
нисколько	9128	4.30	0.9530	--	--	3395
изменил	9129	4.30	1.4604	4844	--	--
требования	9130	4.30	0.9949	--	5008	1395
чёрный	9131	4.30	1.2976	4108	--	--
ничто	9132	4.30	0.8391	1242	2395	3757
ушли	9133	4.30	0.8391	1842	3998	--
последним	9134	4.30	1.1650	3582	4987	4872
отсутствует	9135	4.30	1.1473	--	--	3301
митинг	9136	4.30	1.0546	--	182	--
некуда	9137	4.30	1.0546	3319	--	--
никакой	9138	4.30	0.9742	928	2330	1882
неее	9139	4.30	1.2495	--	4239	--
уходящего	9140	4.28	0.9267	--	4645	--
низкой	9141	4.28	0.9267	--	--	4256
сложной	9142	4.28	1.1073	--	--	4111
предупреждаю	9143	4.28	0.9485	4434	--	--
копы	9144	4.28	0.9906	2835	--	--
одиночку	9145	4.28	0.8340	3618	--	--
атаку	9146	4.28	1.2623	4502	--	--
