Word	Havg	StDev	FrqList
جامد	2996	6.24	1.1704	7724
سٹوڈيو	2997	6.24	1.2707	9347
رياضت	2998	6.24	1.1168	5639
جمہوري	2999	6.24	1.3637	1805
غالب	3000	6.24	1.0412	1433
لگن	3001	6.24	1.4507	6152
قطعہ	3002	6.24	1.4223	4043
طفيل	3003	6.24	1.3024	5751
قرار	3004	6.24	1.5851	278
مردان	3005	6.24	1.3486	5116
سماج	3006	6.24	1.1877	3431
اصناف	3007	6.24	1.0606	5445
ٹرينيں	3008	6.24	1.0797	7090
جنرل	3009	6.24	1.4223	669
دھوم	3010	6.24	1.3637	9324
اكٹھے	3011	6.24	1.2382	5448
فرانسس	3012	6.24	1.6233	8604
سباق	3013	6.24	1.2382	6836
چلانا	3014	6.24	1.1877	6570
فورس	3015	6.24	1.2545	4537
سڈني	3016	6.24	1.2867	7424
ہوٹل	3017	6.24	1.3024	3440
دنياے	3018	6.24	1.3933	5021
صراحت	3019	6.24	1.2545	8133
سفر	3020	6.24	1.4507	443
متوجہ	3021	6.24	1.0012	3472
داد	3022	6.24	1.3180	2243
وسايل	3023	6.24	1.3637	1858
پيكر	3024	6.24	1.1528	5806
تشكيل	3025	6.24	1.0797	656
محكمے	3026	6.24	1.0797	6049
درياے	3027	6.24	1.2382	9876
ہاكي	3028	6.24	1.1528	5280
افسروں	3029	6.24	1.1877	5699
شعبہ	3030	6.24	1.0412	727
پچاسي	3031	6.24	1.2867	9279
ستار	3032	6.24	1.2216	8116
المال	3033	6.24	1.1528	7524
بندوں	3034	6.24	1.4647	3933
وسيلہ	3035	6.24	1.2867	4267
تصور	3036	6.24	1.1168	578
خاصي	3037	6.24	1.2707	2112
فردوسي	3038	6.24	1.1877	8848
داريوں	3039	6.24	1.4365	6110
ادارہ	3040	6.24	1.1350	709
رومن	3041	6.24	1.2048	2182
وكلاء	3042	6.24	1.2707	7327
ٹيكساس	3043	6.24	1.3933	7234
كتنا	3044	6.24	1.2216	3465
متفق	3045	6.24	1.1350	2604
تينوں	3046	6.24	1.0984	1725
تنفس	3047	6.24	1.0012	6009
حقانيت	3048	6.24	1.0797	9859
شناسي	3049	6.24	1.0984	4641
سينٹ	3050	6.24	1.2545	1275
بانگ	3051	6.24	1.5194	6672
پچيس	3052	6.24	1.0214	3653
ذخيرہ	3053	6.24	1.3334	2014
ساتواں	3054	6.24	1.1704	5740
ظاہر	3055	6.24	0.9161	343
ممالك	3056	6.24	1.2707	202
ترجماني	3057	6.24	1.2867	4936
كرنل	3058	6.24	1.4786	3571
خانم	3059	6.24	1.3334	7108
ڈيجيٹل	3060	6.24	1.2216	7920
اجازت	3061	6.24	0.9806	772
حاشيہ	3062	6.24	1.2216	7905
بڑھاتے	3063	6.24	1.1528	7213
دكانيں	3064	6.24	1.0012	7750
جستجو	3065	6.24	1.2048	4415
چوبيس	3066	6.24	1.1168	3942
كثير	3067	6.24	1.0412	857
انگلستان	3068	6.24	1.3486	1310
قناعت	3069	6.24	1.2048	8615
مضامين	3070	6.24	1.1704	210
شعاع	3071	6.24	0.9806	6721
اعضاء	3072	6.24	1.1877	3172
عجايب	3073	6.24	1.1528	2588
روانگي	3074	6.24	1.0412	6463
قلعہ	3075	6.24	1.1528	1336
اشد	3076	6.24	0.8935	7190
ذريعے	3077	6.24	0.8935	354
ابدالي	3078	6.24	1.1704	6905
صورتحال	3079	6.24	1.0012	1455
پسندوں	3080	6.24	1.3334	3394
اونچي	3081	6.24	1.2382	2718
فرصت	3082	6.24	1.0606	7625
سمر	3083	6.24	1.2545	9922
مصلحت	3084	6.24	0.9806	6633
منعقد	3085	6.24	1.0214	881
صدياں	3086	6.24	1.2216	8132
گواہي	3087	6.24	1.0984	4199
پارہ	3088	6.24	1.5194	3595
عالي	3089	6.24	1.5722	3728
قوي	3090	6.24	1.2382	3241
بصارت	3091	6.24	1.5059	6673
مدھيہ	3092	6.24	1.3334	6385
اولمپك	3093	6.24	1.2048	4614
چوك	3094	6.24	1.2707	2841
برداشت	3095	6.24	1.5328	1692
مصروفيات	3096	6.24	1.4365	7311
راجا	3097	6.24	1.4365	4370
نيوٹن	3098	6.24	1.5328	5882
جغرافيايي	3099	6.24	1.3180	1496
مظفر	3100	6.24	1.1168	3414
مزدوروں	3101	6.24	1.0797	4208
ہمارے	3102	6.24	1.0797	968
فوڈ	3103	6.24	1.3180	9652
شام	3104	6.24	1.4223	654
شعري	3105	6.24	1.2382	3135
نواز	3106	6.24	1.2867	1417
فطري	3107	6.24	1.2867	2289
تاثر	3108	6.24	1.0412	3006
لميٹڈ	3109	6.24	1.1528	5955
تيل	3110	6.24	1.2707	1507
عكرمہ	3111	6.24	1.1350	9375
اسكرين	3112	6.24	1.1350	7842
عدليہ	3113	6.24	1.5592	5030
مجموعہ	3114	6.24	1.0214	641
حوالوں	3115	6.24	1.1877	5562
منايا	3116	6.24	1.0412	3061
ٹايم	3117	6.24	1.0797	4073
متوازن	3118	6.24	1.3486	6048
راستہ	3119	6.24	1.0797	970
شمشير	3120	6.24	1.3180	6845
منتخب	3121	6.24	1.3933	465
اخركار	3122	6.24	1.2216	6067
فہم	3123	6.24	1.0984	2572
سويڈن	3124	6.24	1.5851	3566
سواروں	3125	6.24	1.2707	8350
تخمينہ	3126	6.24	1.2216	1828
اشتہارات	3127	6.24	1.3024	8230
جامع	3128	6.24	1.4923	980
انقلاب	3129	6.24	1.4923	1026
العين	3130	6.24	1.2382	4103
مواصلاتي	3131	6.24	1.2707	7168
شركاء	3132	6.24	1.2048	8354
كروڑ	3133	6.24	1.2545	1334
كھينچي	3134	6.24	1.3180	8864
درحقيقت	3135	6.24	0.9596	2909
چشتي	3136	6.24	1.2545	4024
نصف	3137	6.24	1.1877	1199
كلر	3138	6.24	1.1350	7632
پہلے	3139	6.24	1.3334	94
ماحولياتي	3140	6.24	1.0012	4385
درخواست	3141	6.24	1.6483	1320
جغرافيہ	3142	6.22	1.3293	1067
اواز	3143	6.22	1.4748	803
حدود	3144	6.22	1.2824	1194
سكہ	3145	6.22	1.2664	3362
جاويد	3146	6.22	1.3293	2674
مينا	3147	6.22	1.2337	8672
چاہا	3148	6.22	1.3293	3657
خطاطي	3149	6.22	1.1657	5164
تعميرات	3150	6.22	1.1119	2424
صحافتي	3151	6.22	1.2171	6127
گواہ	3152	6.22	1.3596	4545
فرد	3153	6.22	1.1480	1517
يقيني	3154	6.22	0.8401	2561
انداز	3155	6.22	1.2824	396
سلسلوں	3156	6.22	0.9750	5922
ملاپ	3157	6.22	1.2501	3246
تحريريں	3158	6.22	1.2002	4726
التحصيل	3159	6.22	1.5292	5000
افاديت	3160	6.22	1.0934	5990
كيريير	3161	6.22	1.1480	2601
ہفتے	3162	6.22	1.0359	2421
مانتے	3163	6.22	1.2337	2320
پروٹين	3164	6.22	1.4327	7549
بسر	3165	6.22	1.1657	2226
كشتياں	3166	6.22	1.4039	6729
پودوں	3167	6.22	1.1480	3353
امديد	3168	6.22	1.3138	5208
كوفہ	3169	6.22	1.5158	3771
موجيں	3170	6.22	1.3746	8401
صوبوں	3171	6.22	1.2982	1441
معمور	3172	6.22	0.9957	9162
سولہويں	3173	6.22	1.2982	3208
النہرين	3174	6.22	1.2002	7199
بلديات	3175	6.22	1.0746	4406
مجموعے	3176	6.22	1.1830	2250
غوث	3177	6.22	1.5158	4750
دليل	3178	6.22	1.2982	2381
طبيعي	3179	6.22	0.9750	3631
گوگل	3180	6.22	1.2824	4650
فضايي	3181	6.22	1.2664	2017
نظراتي	3182	6.22	0.9750	6646
مطالبہ	3183	6.22	1.0160	1561
باييو	3184	6.22	1.2664	9256
فہرستيں	3185	6.22	1.1301	9100
لكھتا	3186	6.22	1.2501	4334
اتر	3187	6.22	1.0934	1913
احتمال	3188	6.22	1.1480	3544
بڑھانے	3189	6.22	1.0359	3448
پہاڑي	3190	6.22	1.1301	1023
روش	3191	6.22	1.2171	3491
كھيلي	3192	6.22	1.2982	7637
ملكر	3193	6.22	1.1119	4339
ڈپٹي	3194	6.22	1.5292	3624
سول	3195	6.22	1.4469	2431
پروڈيوسر	3196	6.22	1.2337	7550
سنہرا	3197	6.22	1.2664	9924
احوال	3198	6.22	0.9322	3964
محلہ	3199	6.22	1.1301	4653
سمجھانے	3200	6.22	1.0359	6235
صفيہ	3201	6.22	1.2501	9368
روايتي	3202	6.22	1.0160	1094
ديكھو	3203	6.22	1.0554	1548
مونث	3204	6.22	1.3893	5773
ہماري	3205	6.22	1.1119	1299
كارامد	3206	6.22	1.1830	5662
صدا	3207	6.22	1.1301	6597
جارہے	3208	6.22	1.3445	3326
ميٹرك	3209	6.22	1.3893	3778
كوالالمپور	3210	6.22	1.5687	8628
پارليماني	3211	6.22	1.4609	3176
تقرري	3212	6.22	1.3138	6329
ايورسٹ	3213	6.22	1.3293	8037
ڈسٹركٹ	3214	6.22	1.1301	4695
ارم	3215	6.22	1.1119	9751
خيمہ	3216	6.22	1.2664	4896
فلكياتي	3217	6.22	1.3293	5936
معمول	3218	6.22	0.8640	2577
خودكار	3219	6.22	1.0160	3234
ظاہري	3220	6.22	0.9750	2571
الاساطير	3221	6.22	1.4327	7341
كمان	3222	6.22	1.1657	3814
بولنے	3223	6.22	1.2982	1573
حثيت	3224	6.22	1.2664	6699
ھوا	3225	6.22	1.1480	5129
وزراء	3226	6.22	1.4748	5366
سلاطين	3227	6.22	1.2337	3564
پڑھي	3228	6.22	1.2171	2518
دھرتي	3229	6.22	1.3893	9880
فصيح	3230	6.22	1.2664	6988
ابلاغ	3231	6.22	1.1830	3284
سمرقندي	3232	6.22	1.0746	9079
تحقيقاتي	3233	6.22	1.2171	5808
برحق	3234	6.22	1.2982	4930
جنيوا	3235	6.22	1.4748	7390
رسالوں	3236	6.22	1.3138	8556
ذرات	3237	6.22	1.3746	3092
عملداري	3238	6.22	1.0160	6248
بكر	3239	6.22	1.0934	2630
اضلاع	3240	6.22	1.2002	1005
دانشوروں	3241	6.22	1.4886	4418
قول	3242	6.22	1.3445	2411
ملحوظ	3243	6.22	1.2002	5967
سردي	3244	6.22	1.5556	3626
گھڑي	3245	6.22	1.2171	3850
كرچكے	3246	6.22	1.1657	4483
واقف	3247	6.22	0.9538	2326
قافلوں	3248	6.22	1.5687	7137
خوشہ	3249	6.22	1.1480	8092
ابھرنے	3250	6.22	0.9538	6907
درجے	3251	6.22	1.2982	1031
ماہنامہ	3252	6.22	1.0746	3608
تقرب	3253	6.22	1.2171	9291
رقبہ	3254	6.22	0.9957	406
مغرب	3255	6.22	1.5556	378
تقويت	3256	6.22	1.3445	3978
جھنڈا	3257	6.22	1.2982	6216
مزاح	3258	6.22	1.3293	3641
كوششوں	3259	6.22	1.5292	1886
مہمات	3260	6.22	1.4469	4392
پيشرو	3261	6.22	1.2501	5712
ريشم	3262	6.22	1.6073	4959
معارف	3263	6.22	1.6199	5118
انچارج	3264	6.22	1.2337	8239
بنك	3265	6.22	1.2002	5082
ابتداءميں	3266	6.22	1.1657	8935
جاپاني	3267	6.22	1.5945	2505
منتظم	3268	6.22	1.1830	2794
نظريات	3269	6.22	1.2002	1190
راست	3270	6.22	1.0934	793
شاعري	3271	6.22	1.3893	844
پہر	3272	6.22	1.1657	7077
اجاگر	3273	6.22	1.2002	2958
سمجھتے	3274	6.22	1.2337	1095
نشانياں	3275	6.22	1.1657	5359
كاغذات	3276	6.22	1.1830	6619
تبديل	3277	6.22	1.1657	458
معيشتوں	3278	6.22	0.9750	8656
كنونشن	3279	6.22	1.0746	6731
برانچ	3280	6.22	1.2171	8246
سياح	3281	6.22	1.5817	2973
بشريات	3282	6.22	1.3746	9511
ساينس	3283	6.22	1.2982	738
مداح	3284	6.22	0.9750	7987
جانيں	3285	6.22	1.2002	5722
بذريعہ	3286	6.22	1.0746	2188
سياہي	3287	6.22	1.4609	7609
اپنايا	3288	6.22	1.2002	3066
برطانيہ	3289	6.22	1.8215	416
ليلي	3290	6.22	1.4039	7468
كوكب	3291	6.22	1.2824	7792
فيصلے	3292	6.22	1.3138	1811
نمايندگان	3293	6.22	1.3138	8684
چاہ	3294	6.22	1.2664	6814
طيارے	3295	6.22	1.4469	4529
بچا	3296	6.22	1.2002	2264
ميڈيا	3297	6.22	1.1119	2934
مظہر	3298	6.22	1.1657	2205
ہلكي	3299	6.22	1.3445	4819
بھيج	3300	6.22	1.1301	2022
كاوشوں	3301	6.22	1.4748	6040
القادري	3302	6.22	1.5158	6668
تعريفوں	3303	6.22	1.3293	9825
سيريز	3304	6.22	1.0746	4247
فہارست	3305	6.22	1.0554	5657
ذريعہ	3306	6.22	1.0746	726
قبيلے	3307	6.22	1.1830	1422
قلبي	3308	6.22	1.2002	6375
الف	3309	6.22	1.4609	2563
نشستوں	3310	6.22	1.0554	4393
ضابطہ	3311	6.22	0.9957	4746
چكوال	3312	6.22	1.2982	5820
مركزوں	3313	6.22	1.2501	8647
پنجابي	3314	6.22	1.2982	1366
لگاتا	3315	6.22	1.0554	5515
حال	3316	6.22	1.0160	589
مجموعوں	3317	6.22	1.2664	7007
طريق	3318	6.22	1.2824	3526
دلوں	3319	6.22	1.1830	2747
چندہ	3320	6.22	1.0934	9564
معيار	3321	6.22	1.0934	1209
شميم	3322	6.22	1.4469	9937
اطلاعات	3323	6.22	1.0934	2462
اعلام	3324	6.22	1.3445	8453
افسانہ	3325	6.22	1.3138	2959
اجمير	3326	6.22	1.3746	6909
اندراجات	3327	6.22	1.5292	6921
بالعموم	3328	6.20	1.3248	3588
حكومتي	3329	6.20	1.2454	1449
نوازي	3330	6.20	1.2454	8210
اعتدال	3331	6.20	1.0880	4774
كليات	3332	6.20	1.1952	5041
تذكرے	3333	6.20	1.2778	6807
كشتي	3334	6.20	1.1249	2600
تمدن	3335	6.20	1.0498	2720
گھومنے	3336	6.20	1.2289	8171
فضايے	3337	6.20	1.2454	8373
امور	3338	6.20	1.0690	1140
الثاني	3339	6.20	1.4708	3790
كاغذي	3340	6.20	1.1249	5759
راہب	3341	6.20	1.1780	9333
كاوش	3342	6.20	1.3093	5664
زمينوں	3343	6.20	1.2936	4524
معيشت	3344	6.20	1.2778	1230
اجلاس	3345	6.20	1.0690	1973
كلكتہ	3346	6.20	1.3997	3410
ايكڑ	3347	6.20	1.2936	4454
منسٹر	3348	6.20	1.3248	7659
تنا	3349	6.20	1.1952	9830
جملوں	3350	6.20	1.3248	7096
بااثر	3351	6.20	1.2778	6306
چاروں	3352	6.20	1.1429	1908
بستے	3353	6.20	1.0302	8251
رضي	3354	6.20	1.2289	1463
اہل	3355	6.20	1.0880	501
خراسان	3356	6.20	1.2122	2884
محسوس	3357	6.20	1.1952	743
گاڑياں	3358	6.20	1.2936	4049
طرفہ	3359	6.20	1.3093	6037
البحر	3360	6.20	1.0880	6301
حوض	3361	6.20	1.2454	8781
سرد	3362	6.20	1.3553	1559
مشورہ	3363	6.20	1.3093	2196
مزدور	3364	6.20	1.3702	3955
نقوي	3365	6.20	1.1952	8207
ايمن	3366	6.20	1.0690	9496
شمالي	3367	6.20	1.1066	236
نفس	3368	6.20	1.3997	2413
سپرد	3369	6.20	0.9689	2122
جوہروں	3370	6.20	1.3851	9845
كپاس	3371	6.20	1.3702	4858
ارسطو	3372	6.20	1.3401	6532
غزني	3373	6.20	1.3553	6132
ابھي	3374	6.20	1.3093	585
پختگي	3375	6.20	1.2454	7372
بھرپور	3376	6.20	1.2617	1532
استوار	3377	6.20	1.1952	4348
ايشياء	3378	6.20	1.1606	1389
منور	3379	6.20	1.3093	5524
مسافروں	3380	6.20	1.1952	4809
سامنا	3381	6.20	1.2617	1243
مثاليں	3382	6.20	1.2122	1315
استوا	3383	6.20	1.3093	6413
كوشش	3384	6.20	1.1249	355
مطابق	3385	6.20	0.9689	116
عمليت	3386	6.20	1.0880	7957
موروثي	3387	6.20	1.1066	5772
لاء	3388	6.20	1.2122	4440
ورثہ	3389	6.20	1.2289	3123
قاريين	3390	6.20	1.1780	4645
چھت	3391	6.20	1.2454	3900
قصے	3392	6.20	1.0302	3570
طبعي	3393	6.20	0.9897	3607
نعرہ	3394	6.20	1.0880	4004
درہم	3395	6.20	1.2617	5474
لوازمات	3396	6.20	1.0690	6744
عقد	3397	6.20	1.5253	6366
افعال	3398	6.20	1.2936	2448
باتيں	3399	6.20	0.9897	1590
ولي	3400	6.20	1.2617	1278
بحالي	3401	6.20	1.1249	2667
خاطر	3402	6.20	1.3553	942
برصغير	3403	6.20	1.4708	1178
رباط	3404	6.20	1.3851	7758
پہچان	3405	6.20	1.4428	1991
طريقوں	3406	6.20	1.2936	2533
چٹانيں	3407	6.20	1.1606	8299
رہنا	3408	6.20	1.0880	2284
ہواوں	3409	6.20	1.2617	5974
تخلص	3410	6.20	1.3553	4315
تحارير	3411	6.20	1.2617	6684
ڈويژن	3412	6.20	0.9258	2499
ساري	3413	6.20	1.0498	806
بيرون	3414	6.20	1.3553	2330
ستمبر	3415	6.20	1.2936	93
سينٹرل	3416	6.20	1.0102	9087
مركزہ	3417	6.20	1.1066	6509
پركھنے	3418	6.20	1.3401	8742
پكارتے	3419	6.20	1.4286	5711
رسد	3420	6.20	1.0880	5169
دنيوي	3421	6.20	1.4428	7111
مدبر	3422	6.20	1.4708	5680
كمپليكس	3423	6.20	1.1606	7141
كبوتر	3424	6.20	1.4846	9109
شيرازي	3425	6.20	1.4428	5748
اشارات	3426	6.20	1.0880	4219
تشبيہ	3427	6.20	1.0880	3864
رسايي	3428	6.20	1.1952	1671
بحق	3429	6.20	1.2778	3421
ركنيت	3430	6.20	1.0302	3490
روزمرہ	3431	6.20	1.0302	3689
مجدد	3432	6.20	1.1606	4594
صراط	3433	6.20	1.4569	7616
كااغاز	3434	6.20	1.2617	9976
قطر	3435	6.20	1.3851	2512
سڑكيں	3436	6.20	1.2122	4525
ماحوليات	3437	6.20	1.4428	6506
نشست	3438	6.20	1.3401	3821
پہنچاتے	3439	6.20	1.2122	8061
سين	3440	6.20	1.3093	4851
اسپيكر	3441	6.20	1.2617	7334
كوٹلي	3442	6.20	1.4708	8381
علامت	3443	6.20	1.0498	1170
صنعتيں	3444	6.20	1.0302	4425
صفدر	3445	6.20	1.3401	5925
مشغول	3446	6.20	1.1249	4256
سوشلسٹ	3447	6.20	1.2289	6125
فل	3448	6.20	1.2122	6371
سعادت	3449	6.20	1.4846	3115
تھيٹر	3450	6.20	1.4708	4358
كوريا	3451	6.20	1.2778	3043
تشخص	3452	6.20	1.1952	8067
ساتويں	3453	6.20	1.2289	2269
خريداري	3454	6.20	0.9689	5397
رقم	3455	6.20	1.3997	1391
لكھيں	3456	6.20	1.2122	1787
ستونوں	3457	6.20	1.2122	6230
سننا	3458	6.20	1.0880	6974
العقيدہ	3459	6.20	1.6660	8463
عتيق	3460	6.20	1.3553	9372
اردن	3461	6.20	1.1249	2494
نصب	3462	6.20	1.3248	1715
ٹرين	3463	6.20	1.0690	5228
سرحدوں	3464	6.20	1.1429	3013
شجاع	3465	6.20	1.5386	6126
دس	3466	6.20	1.4708	548
لامحدود	3467	6.20	1.2454	5953
عضو	3468	6.20	1.0498	4328
مناظر	3469	6.20	1.1780	3060
احاطہ	3470	6.20	1.0498	2240
برقيات	3471	6.20	1.2617	6196
نتايج	3472	6.20	0.9897	916
يكايك	3473	6.20	1.2289	7508
رومانيہ	3474	6.20	1.6782	3762
مقدم	3475	6.20	1.2122	4919
كاكام	3476	6.20	1.0498	9981
ذخيرے	3477	6.20	1.3093	6461
بچہ	3478	6.20	1.3248	2666
خلوي	3479	6.20	1.2289	4521
اختياري	3480	6.20	1.0690	5983
حروف	3481	6.20	1.3702	1522
بسوں	3482	6.20	0.9258	7539
قوتيں	3483	6.20	1.1780	5940
شب	3484	6.20	1.2454	1951
دھات	3485	6.20	1.2122	3623
توسيع	3486	6.20	1.0302	1907
جملے	3487	6.20	1.0302	4894
واسطہ	3488	6.20	1.1066	3345
نگار	3489	6.20	1.1952	876
ملاحظہ	3490	6.20	1.0302	1848
ترميم	3491	6.20	1.2454	1083
چڑيا	3492	6.20	1.5518	6958
اربوں	3493	6.20	1.3401	8701
نجات	3494	6.20	1.5908	2344
الاقوامي	3495	6.20	1.3248	462
ترنم	3496	6.20	1.1780	7381
ريفرنڈم	3497	6.20	1.1780	5487
زمانوں	3498	6.20	1.1249	7418
جايزہ	3499	6.20	0.9897	1330
كھولنے	3500	6.20	1.1066	6258
نمونہ	3501	6.20	1.4983	1287
كھيلتے	3502	6.20	1.2778	5509
رقوم	3503	6.20	1.3553	7602
عكاسہ	3504	6.20	1.0690	9638
پورٹ	3505	6.20	1.5518	3070
گھنٹہ	3506	6.20	1.1249	2174
منشور	3507	6.20	1.5779	4261
كلفٹن	3508	6.20	1.4569	9393
رواني	3509	6.20	1.1606	5638
وضع	3510	6.20	1.0690	2221
بدستور	3511	6.20	1.3553	4354
سمجھنے	3512	6.20	1.0102	1607
اداروں	3513	6.20	0.9897	1021
برامد	3514	6.18	1.2728	2091
نظميں	3515	6.18	1.2403	3580
رات	3516	6.18	1.4803	819
جيسي	3517	6.18	1.1373	1006
پڑتا	3518	6.18	1.3656	1390
صوبايي	3519	6.18	1.1551	1068
نوشي	3520	6.18	1.5609	4343
فعال	3521	6.18	1.3354	2246
روز	3522	6.18	1.0437	717
شبلي	3523	6.18	1.3045	5490
عمارات	3524	6.18	0.8254	1821
سالوں	3525	6.18	1.2728	1169
چيز	3526	6.18	1.0821	572
تبوك	3527	6.18	1.5345	8751
مغليہ	3528	6.18	1.6866	2816
قدموں	3529	6.18	1.2567	6039
فارسي	3530	6.18	1.3656	417
توازن	3531	6.18	1.1373	3008
مركزيت	3532	6.18	1.3200	9155
مركوز	3533	6.18	1.3045	3140
يار	3534	6.18	1.2403	2310
لفظوں	3535	6.18	0.9190	4090
ٹاور	3536	6.18	1.1551	3152
سكھر	3537	6.18	1.3354	5645
نگري	3538	6.18	1.3354	8408
نقادوں	3539	6.18	1.4941	6398
پكارا	3540	6.18	1.1008	2669
صدور	3541	6.18	1.1008	5337
صفايي	3542	6.18	1.2237	3332
كھيلا	3543	6.18	1.0821	3466
موسي	3544	6.18	1.5477	1475
جاني	3545	6.18	1.3354	1736
مري	3546	6.18	1.1726	3274
پہنچنا	3547	6.18	1.2070	8745
اكمل	3548	6.18	1.2070	9229
فرما	3549	6.18	0.9190	2192
موصوف	3550	6.18	1.4241	5186
وقفے	3551	6.18	1.3656	5689
معمولات	3552	6.18	1.0437	9712
معلق	3553	6.18	1.0631	7483
معاشي	3554	6.18	1.1192	1078
اكيسويں	3555	6.18	1.1373	7682
انس	3556	6.18	1.3656	4563
نقشوں	3557	6.18	1.0631	9183
نبھايا	3558	6.18	1.2070	9725
سينيٹ	3559	6.18	1.2567	6238
نمايش	3560	6.18	1.3045	2391
افزايش	3561	6.18	1.1551	5374
باب	3562	6.18	1.4097	1547
قدس	3563	6.18	1.1008	7784
بڑھانا	3564	6.18	0.8734	7861
اياز	3565	6.18	1.2237	9493
ممكن	3566	6.18	1.0039	606
سربراہي	3567	6.18	1.2237	2863
عباسي	3568	6.18	1.2567	2534
سيكھي	3569	6.18	1.2237	6719
سوچ	3570	6.18	1.0631	1867
بيت	3571	6.18	1.3805	1304
ضبط	3572	6.18	1.5077	2484
مراتب	3573	6.18	1.1551	6629
حجاز	3574	6.18	1.2887	2596
ميجر	3575	6.18	1.3200	4002
سرور	3576	6.18	1.0240	2725
گورنر	3577	6.18	1.6123	952
پلازہ	3578	6.18	1.2567	9812
انقلابي	3579	6.18	1.4941	2564
شكارپور	3580	6.18	1.2237	8829
محكم	3581	6.18	1.1726	9701
ازسرنو	3582	6.18	1.2567	7679
طرابلس	3583	6.18	1.3656	5576
مدت	3584	6.18	0.9409	1117
تبصرہ	3585	6.18	1.1373	3084
دكھايا	3586	6.18	1.3805	1749
جھيلوں	3587	6.18	1.4241	3898
سيكھ	3588	6.18	1.4941	5411
صريح	3589	6.18	1.3506	6035
مذاكرات	3590	6.18	1.3045	3954
لغوي	3591	6.18	1.1192	2603
يونٹ	3592	6.18	0.9624	5061
محركات	3593	6.18	1.1551	8183
ملكي	3594	6.18	0.9624	768
اسكور	3595	6.18	1.0240	8449
چلاتے	3596	6.18	1.2887	5556
گزرگاہ	3597	6.18	1.3045	6262
ظروف	3598	6.18	1.2070	8836
سٹيج	3599	6.18	1.4241	4327
بحيثيت	3600	6.18	1.2887	2800
حلقے	3601	6.18	1.0821	1492
سايٹ	3602	6.18	1.4097	2397
منعقدہ	3603	6.18	1.1551	5969
مروجہ	3604	6.18	1.1551	3879
مالٹا	3605	6.18	1.3506	6746
اشتراك	3606	6.18	1.3805	4401
نباتاتي	3607	6.18	1.0821	7498
بسنے	3608	6.18	1.2237	4228
بوقت	3609	6.18	1.0039	5379
منجمد	3610	6.18	1.2567	3314
نصر	3611	6.18	1.0437	4816
مطلع	3612	6.18	1.3045	2308
ازسر	3613	6.18	1.1192	8948
تصفيہ	3614	6.18	1.3656	7230
لحميہ	3615	6.18	1.0240	8636
عنان	3616	6.18	1.2567	8840
اثر	3617	6.18	1.2728	430
جنوبي	3618	6.18	1.5077	251
قاہرہ	3619	6.18	1.3805	2418
رباني	3620	6.18	1.3952	4848
دوسرے	3621	6.18	1.0631	143
طبيعياتي	3622	6.18	1.2728	5496
دنوں	3623	6.18	1.0631	967
تحصيلوں	3624	6.18	1.3045	1680
قراقرم	3625	6.18	1.0821	4707
عملا	3626	6.18	1.0821	5100
سطح	3627	6.18	1.2237	357
مہدي	3628	6.18	1.1726	3278
وراثتي	3629	6.18	1.3354	7668
عثماني	3630	6.18	1.4097	1387
پلاو	3631	6.18	1.2887	9531
ڈراما	3632	6.18	1.6123	8792
خلافت	3633	6.18	1.9555	910
قصوں	3634	6.18	1.2403	9386
يس	3635	6.18	1.1899	9449
پياز	3636	6.18	1.3354	9534
ميز	3637	6.18	1.1008	5774
ذہنيت	3638	6.18	1.3506	6346
مشاہير	3639	6.18	1.3354	8188
مسودہ	3640	6.18	1.1192	6275
تيرے	3641	6.18	1.2728	3514
بڑے	3642	6.18	0.9624	186
بالاتر	3643	6.18	1.2070	6925
ايڈمنسٹريشن	3644	6.18	1.5477	9251
قلندر	3645	6.18	1.5211	7787
برسوں	3646	6.18	1.2567	2329
كاركنان	3647	6.18	1.2567	8618
درمياني	3648	6.18	1.0437	2267
طبقات	3649	6.18	1.2070	3845
انگلياں	3650	6.18	1.1008	7350
خبريں	3651	6.18	1.3045	3458
وتر	3652	6.18	1.2237	7181
موقعوں	3653	6.18	1.2728	7493
وافر	3654	6.18	1.0821	6290
پہنچانا	3655	6.18	1.1551	5311
فيفا	3656	6.18	1.1373	8146
فراہم	3657	6.18	1.0240	796
ميں	3658	6.18	1.1192	2
بالوں	3659	6.18	1.1726	5996
اراء	3660	6.18	1.4097	3418
نسخہ	3661	6.18	1.2070	2690
گندم	3662	6.18	1.3952	3700
مثالوں	3663	6.18	1.2887	5268
قطعات	3664	6.18	1.1192	6141
ممكنہ	3665	6.18	1.1726	2165
سراج	3666	6.18	1.2237	5643
وڈيو	3667	6.18	1.0240	8928
كھول	3668	6.18	1.4097	2363
جاگ	3669	6.18	1.3805	9307
نظري	3670	6.18	1.1726	4817
ثبوت	3671	6.18	1.2887	1183
بنگالي	3672	6.18	1.4525	3751
فلاسفہ	3673	6.18	1.3656	8850
تحريكيں	3674	6.18	1.4941	9288
موقف	3675	6.18	1.1551	3062
سركس	3676	6.18	1.3506	9349
انوكھا	3677	6.18	1.4384	7051
خانان	3678	6.18	1.0821	9031
جہانگير	3679	6.18	1.6866	3516
