Word	Havg	StDev	FreqList
تعلمون	3537	5.68	0.8908	1907
لديك	3538	5.68	1.0962	107
تحاولي	3539	5.68	1.0388	7900
يلاحظ	3540	5.68	0.7126	9307
إبدأ	3541	5.68	0.9570	6116
حس	3542	5.68	0.9781	9243
المجاورة	3543	5.68	1.0962	9443
منتديات	3544	5.68	1.1507	5905
تناول	3545	5.68	0.7939	1611
انظري	3546	5.68	1.0190	713
فصاعدا	3547	5.68	0.9355	7732
أعطينى	3548	5.68	1.2688	7574
عبرت	3549	5.68	1.0190	9477
أريده	3550	5.68	1.1328	1346
قانوني	3551	5.68	1.0388	4393
خطوات	3552	5.68	0.8908	6226
رأيتها	3553	5.68	1.0962	1798
جسمي	3554	5.68	1.0583	8594
أستمع	3555	5.68	0.9988	2943
سأفكر	3556	5.68	1.2027	8106
للتحدث	3557	5.68	0.9355	4059
تنال	3558	5.68	1.2027	8617
العشرة	3559	5.68	1.1328	9861
الجبل	3560	5.68	1.0388	3520
اتصل	3561	5.68	0.8908	824
هام	3562	5.68	1.2027	3142
أتعلمون	3563	5.68	0.9988	6198
استيقظ	3564	5.68	1.0190	2581
طريق	3565	5.68	1.1328	391
can	3566	5.66	1.1178	7784
قرارك	3567	5.66	1.1178	6735
شاشة	3568	5.66	0.9392	9417
جنود	3569	5.66	1.4373	3414
إختيار	3570	5.66	1.0022	4418
لين	3571	5.66	1.0022	2668
يجلب	3572	5.66	0.9392	4932
ساعة	3573	5.66	1.0022	402
طريقى	3574	5.66	0.8234	4366
بالإضافة	3575	5.66	0.8234	1996
خذني	3576	5.66	1.1178	4815
يحاولون	3577	5.66	0.9817	2695
أتتذكر	3578	5.66	1.0224	6925
أؤكد	3579	5.66	1.0224	4433
جربت	3580	5.66	1.0806	8670
أنواع	3581	5.66	0.9817	3154
محاولة	3582	5.66	1.0224	1624
خطاب	3583	5.66	0.9817	4592
يدير	3584	5.66	0.8715	5372
أنظر	3585	5.66	0.7982	270
لابأس	3586	5.66	1.0806	2103
المخيم	3587	5.66	1.7096	8550
الجميع	3588	5.66	0.9392	207
لأول	3589	5.66	1.4373	3165
جميعها	3590	5.66	0.8715	6895
نفسك	3591	5.66	1.2056	239
العملاق	3592	5.66	1.3188	6241
جاءت	3593	5.66	0.8234	2727
شاهدوا	3594	5.66	0.8234	8254
نريد	3595	5.66	0.8234	556
عقله	3596	5.66	1.0806	5462
ستبقى	3597	5.66	1.0994	2806
جائت	3598	5.66	1.0224	6768
اخبرتني	3599	5.66	0.7453	7467
أسنانك	3600	5.66	1.1178	8345
سنعرف	3601	5.66	0.8947	8401
يتصل	3602	5.66	0.9172	2810
داري	3603	5.66	1.3342	8739
جميعا	3604	5.66	0.8715	627
لتغيير	3605	5.66	1.0806	7740
سأرجع	3606	5.66	1.1886	9855
كاميرات	3607	5.66	1.1359	6558
بقينا	3608	5.66	0.9392	8892
اشخاص	3609	5.66	0.9392	5785
لنأخذ	3610	5.66	0.9607	7866
حقيبتك	3611	5.66	1.0806	5592
الفرقة	3612	5.66	0.9607	2954
معطفك	3613	5.66	1.0806	8243
نتكلم	3614	5.66	0.8947	2104
يحتوي	3615	5.66	0.9172	7428
ذكر	3616	5.66	1.0806	2435
برلين	3617	5.66	1.3188	4021
أريدكم	3618	5.66	1.1178	4821
مهمه	3619	5.66	0.9817	8572
معى	3620	5.66	0.8234	550
سيادة	3621	5.66	1.3644	4056
قفز	3622	5.66	1.0422	7154
إلاهي	3623	5.66	1.5334	4520
اليونان	3624	5.66	1.1713	8644
مساحة	3625	5.66	1.0994	7362
للحديث	3626	5.66	1.0994	7332
نصبح	3627	5.66	0.7453	4543
خزانة	3628	5.66	0.9172	5817
الخاصة	3629	5.66	0.9607	605
سأتي	3630	5.66	1.0022	9701
الأمامية	3631	5.66	0.8234	7521
تكفي	3632	5.66	1.1537	8352
لنفعل	3633	5.66	0.7174	5366
الجنود	3634	5.66	1.3494	2205
رؤيته	3635	5.66	1.0616	2486
شركات	3636	5.66	1.1178	6557
رجالي	3637	5.66	1.0616	3526
بيتا	3638	5.66	1.0806	7614
حاولت	3639	5.66	1.0422	712
المصنع	3640	5.66	0.8947	5919
سأجعل	3641	5.66	0.7453	7516
أبدأ	3642	5.66	1.0616	2448
أستيقظ	3643	5.66	1.3188	4918
اسمحوا	3644	5.66	0.9607	9927
ننظر	3645	5.66	0.8947	5422
نود	3646	5.66	1.0616	6497
اسمح	3647	5.66	1.0422	4101
بري	3648	5.66	1.0422	9744
أتولى	3649	5.66	0.8947	9115
علمت	3650	5.66	0.8715	1420
اختيار	3651	5.66	0.9172	3698
ممتلئة	3652	5.66	0.9817	8951
المعيشة	3653	5.66	1.1178	5613
الاجتماع	3654	5.66	1.1359	5127
اود	3655	5.66	1.0806	3021
الجوية	3656	5.64	1.0053	3814
سيدي	3657	5.64	1.5487	114
الرئيسية	3658	5.64	1.1386	2773
يدى	3659	5.64	0.9424	5250
أولي	3660	5.64	1.0053	8862
أتكلم	3661	5.64	0.8751	1437
لدينا	3662	5.64	0.8271	122
سيكونوا	3663	5.64	0.9638	8842
الشخصي	3664	5.64	1.0254	5463
تمارس	3665	5.64	0.8981	4172
العنوان	3666	5.64	0.8020	2990
ثابت	3667	5.64	1.0645	5853
كوين	3668	5.64	1.1739	5783
ألو	3669	5.64	0.8271	5610
نسرع	3670	5.64	0.8514	6731
احضرت	3671	5.64	0.8514	3662
تحس	3672	5.64	1.1563	9494
ألتقط	3673	5.64	0.9424	9912
الكفايه	3674	5.64	1.0835	9683
وعدت	3675	5.64	0.9424	3126
الدليل	3676	5.64	0.9424	2942
تتكلمين	3677	5.64	0.8981	5543
تتحدث	3678	5.64	0.7217	395
ستفعل	3679	5.64	0.9638	746
سأعد	3680	5.64	0.6928	8665
أوراق	3681	5.64	1.0645	3225
الرمل	3682	5.64	1.1563	9818
البشر	3683	5.64	1.3056	1201
المؤسسة	3684	5.64	1.0053	9191
الكلام	3685	5.64	0.9205	755
كلمة	3686	5.64	1.0645	622
رغبت	3687	5.64	0.8981	7169
ارى	3688	5.64	0.8514	1063
إستمع	3689	5.64	1.0451	2306
ملئ	3690	5.64	1.2415	5212
العلوي	3691	5.64	1.0451	3218
للحصول	3692	5.64	0.7762	1662
اجد	3693	5.64	0.8271	3511
ميراندا	3694	5.64	1.3211	4892
بائع	3695	5.64	0.8751	7034
تقرر	3696	5.64	0.9848	7241
أركب	3697	5.64	0.9205	7519
نظرك	3698	5.64	0.9638	6010
والناس	3699	5.64	1.0835	7637
تتوقع	3700	5.64	0.9205	3020
إسمها	3701	5.64	1.0254	5248
يظهر	3702	5.64	0.7494	1710
الأساس	3703	5.64	1.0053	7954
المنظمة	3704	5.64	1.1911	9433
الدمى	3705	5.64	1.7114	9746
اجري	3706	5.64	1.0645	9600
المثل	3707	5.64	0.8981	8361
ولدينا	3708	5.64	0.9424	7048
الأطباء	3709	5.64	1.8600	3530
الكهربائية	3710	5.64	1.0835	8427
القائمة	3711	5.64	1.0835	2843
العقار	3712	5.64	1.1021	9240
تبدين	3713	5.64	0.8271	883
اللحظات	3714	5.64	1.0645	7561
أقفز	3715	5.64	1.3516	8062
فعلها	3716	5.64	1.0053	1250
ركز	3717	5.64	0.9424	5947
رأت	3718	5.64	1.0053	6334
أتريدني	3719	5.64	1.0645	7821
للأبد	3720	5.64	1.4813	1213
تشاء	3721	5.64	0.8514	4326
نقوم	3722	5.64	0.8981	790
أسمها	3723	5.64	1.0254	9487
نري	3724	5.64	0.8981	9563
الكوكب	3725	5.64	1.1205	2338
تحضر	3726	5.64	1.2415	2174
سأعرف	3727	5.64	0.9205	8999
المروحية	3728	5.64	1.0451	5652
رجالك	3729	5.64	1.0645	2783
أدري	3730	5.64	0.8514	740
يدها	3731	5.64	1.0645	9806
أتيت	3732	5.64	0.8020	801
المدن	3733	5.64	0.9848	7028
مكالمة	3734	5.64	1.0451	2145
الواحد	3735	5.64	1.1563	1879
واصل	3736	5.64	0.8751	4817
إحصل	3737	5.64	0.8271	7187
تنظرين	3738	5.64	1.1021	6809
امام	3739	5.64	0.8020	3497
عملاق	3740	5.64	1.4251	8901
دولة	3741	5.64	1.1739	6390
التضحية	3742	5.64	2.0875	8031
تعرفي	3743	5.64	0.8751	1653
يأتون	3744	5.64	1.0053	3120
العملاء	3745	5.64	1.5487	5313
الحيوانات	3746	5.64	1.3815	1348
تقديم	3747	5.64	0.8271	3239
السادة	3748	5.64	0.9848	1108
القواعد	3749	5.64	1.3056	2495
مصرف	3750	5.64	1.0254	6132
بريتني	3751	5.62	1.3076	8424
رئيسة	3752	5.62	0.9666	6358
التقط	3753	5.62	0.9010	7276
كلامك	3754	5.62	0.9875	4402
أخبرتنى	3755	5.62	0.7253	7609
الكرات	3756	5.62	0.9452	7915
أناس	3757	5.62	1.0859	2214
يرام	3758	5.62	0.9234	449
ركوب	3759	5.62	0.9666	5664
تعرفه	3760	5.62	0.8781	1761
حضر	3761	5.62	0.8303	6129
بعملك	3762	5.62	0.9875	5263
كثيرون	3763	5.62	1.1586	9489
فتحت	3764	5.62	0.8781	4624
نكون	3765	5.62	0.8303	597
العوده	3766	5.62	1.1045	6699
نظره	3767	5.62	0.8303	5158
ستكون	3768	5.62	0.9010	232
العقد	3769	5.62	1.1229	3480
رأيكم	3770	5.62	0.8303	6260
اتيت	3771	5.62	0.8545	2557
ساحة	3772	5.62	1.0476	3636
نأتي	3773	5.62	0.8053	6626
لرؤية	3774	5.62	1.0669	1849
التجارب	3775	5.62	1.0280	6436
جيل	3776	5.62	1.0280	2537
جبل	3777	5.62	1.1933	4463
التذكرة	3778	5.62	1.1229	9094
يتحدث	3779	5.62	0.9010	1018
تحركوا	3780	5.62	1.2103	1203
جيبك	3781	5.62	0.9010	8794
ترتدى	3782	5.62	1.0079	6543
صغيرا	3783	5.62	1.2436	4983
وبدأت	3784	5.62	0.9666	9087
تكتب	3785	5.62	0.9875	3327
شعرت	3786	5.62	0.8053	1187
رأيته	3787	5.62	0.9666	1006
أراك	3788	5.62	0.9234	575
وسأكون	3789	5.62	0.9452	7679
غطاء	3790	5.62	1.0079	4693
هارت	3791	5.62	1.3536	8831
سلم	3792	5.62	1.0669	5835
ويمكنك	3793	5.62	0.8303	6932
لأكثر	3794	5.62	0.8545	4607
جيري	3795	5.62	1.2271	1549
تأكد	3796	5.62	0.9875	2510
أعلن	3797	5.62	1.0859	6130
شخصيا	3798	5.62	0.7530	4784
مهمة	3799	5.62	1.1229	1281
القادمة	3800	5.62	0.9875	703
أنحاء	3801	5.62	0.9875	1998
جاء	3802	5.62	0.8545	814
الحبوب	3803	5.62	1.4270	3999
يداك	3804	5.62	0.8303	5521
القادم	3805	5.62	0.9875	832
تعملين	3806	5.62	0.9452	3022
لي	3807	5.62	0.9875	50
منى	3808	5.62	1.0669	925
تري	3809	5.62	0.8303	2007
أنظرى	3810	5.62	0.9452	3240
جسم	3811	5.62	0.8781	4420
بصورة	3812	5.62	0.7253	3068
اراك	3813	5.62	0.9234	1801
الشخصية	3814	5.62	1.0280	2139
ارتداء	3815	5.62	0.8781	7017
أخبرني	3816	5.62	0.9234	519
بالناس	3817	5.62	1.0079	7908
سماع	3818	5.62	0.8303	1515
تتعامل	3819	5.62	0.7530	5060
وقتنا	3820	5.62	0.9234	7092
توقع	3821	5.62	0.9010	4733
أليكس	3822	5.62	1.3981	1614
يرتدى	3823	5.62	0.7253	9024
إعلان	3824	5.62	1.0476	5550
نظرية	3825	5.62	1.0280	4351
تثير	3826	5.62	1.5765	6826
انفسنا	3827	5.62	0.9875	9732
نجلس	3828	5.62	0.7530	4709
اتبعني	3829	5.62	0.8781	8616
الضخمة	3830	5.62	1.2919	8578
تشاهد	3831	5.62	1.0280	3505
ليلي	3832	5.62	1.0669	2394
يتكلم	3833	5.62	0.7796	1855
أقيم	3834	5.62	0.8053	9960
عرض	3835	5.62	1.0280	896
حصل	3836	5.62	0.8303	593
إيجاده	3837	5.62	1.1933	8497
الخطط	3838	5.62	1.2103	7702
وجدوا	3839	5.62	0.8053	3623
تاجر	3840	5.62	0.8781	4919
الكل	3841	5.62	1.1409	1189
اعطنى	3842	5.62	1.1933	4222
أثبت	3843	5.62	0.8781	4813
أعتمد	3844	5.62	0.9234	9167
تقولين	3845	5.62	0.8053	1686
جاري	3846	5.62	0.9452	5583
عندي	3847	5.62	0.8545	510
تعود	3848	5.62	0.8303	822
وأصبح	3849	5.62	0.9010	8348
الأدوات	3850	5.62	0.7796	8041
بجدية	3851	5.62	1.1229	2685
جميع	3852	5.62	1.1409	371
بدأوا	3853	5.62	0.9666	7804
يخبرني	3854	5.62	0.8781	2902
مدخل	3855	5.62	0.8545	6987
اريده	3856	5.60	0.9258	5077
وأعتقد	3857	5.60	0.7559	2458
مئة	3858	5.60	0.9689	3731
إخبارك	3859	5.60	0.9476	3562
لمس	3860	5.60	1.1429	7592
تعالي	3861	5.60	1.1249	489
سأخبرك	3862	5.60	0.7825	1430
تسمع	3863	5.60	0.9476	1241
مساء	3864	5.60	1.4286	811
يظل	3865	5.60	0.9897	6375
اهدأ	3866	5.60	1.1249	1342
ستعود	3867	5.60	0.9035	2541
أغلب	3868	5.60	0.8806	3171
سماعه	3869	5.60	0.7825	5838
نفس	3870	5.60	0.9258	246
طريقك	3871	5.60	0.9897	3131
نبقي	3872	5.60	1.0690	9383
يراك	3873	5.60	1.0880	6076
تنظري	3874	5.60	0.8806	5612
شوارع	3875	5.60	1.0880	7766
ألف	3876	5.60	0.9897	799
hotmail	3877	5.60	0.9897	638
رأى	3878	5.60	0.7825	2187
كلمات	3879	5.60	0.8081	2153
اعطني	3880	5.60	1.0880	1423
سنأخذ	3881	5.60	1.0302	4610
تناديني	3882	5.60	0.9035	8514
أخذنا	3883	5.60	0.9258	7206
تقود	3884	5.60	0.9689	2817
بعملي	3885	5.60	1.0302	6511
مارأيك	3886	5.60	0.9897	5016
تريدنا	3887	5.60	1.1952	7796
ساكون	3888	5.60	0.9476	4228
خاصتك	3889	5.60	0.6701	4700
أتى	3890	5.60	0.8081	1368
نتوقع	3891	5.60	0.7559	8190
رجاء	3892	5.60	1.4428	613
الرائحة	3893	5.60	1.0880	2988
الطلاب	3894	5.60	0.9689	4091
تخرج	3895	5.60	1.3553	979
أسماء	3896	5.60	0.9689	3979
يراه	3897	5.60	0.8081	6907
بالليل	3898	5.60	1.3248	7957
إثبات	3899	5.60	1.1249	5800
يستخدمون	3900	5.60	0.7284	8478
تأتى	3901	5.60	0.7825	1601
اريد	3902	5.60	1.0102	222
محل	3903	5.60	1.0690	1977
أظهر	3904	5.60	0.6999	4690
البضاعة	3905	5.60	0.9689	8087
يجيء	3906	5.60	0.8081	3951
ليلة	3907	5.60	0.9258	284
يركب	3908	5.60	0.8571	9313
امامك	3909	5.60	0.9035	8957
المكان	3910	5.60	0.9035	164
عملا	3911	5.60	1.0498	6764
السلة	3912	5.60	0.9476	4239
اسمها	3913	5.60	0.9035	1639
لرجل	3914	5.60	1.0880	3045
فيجاس	3915	5.60	1.1249	4798
طريقي	3916	5.60	0.9897	1496
اجلس	3917	5.60	0.8571	1286
التالى	3918	5.60	0.9476	4043
ستخبرني	3919	5.60	0.9035	8778
تظهر	3920	5.60	0.6999	1813
وضح	3921	5.60	1.0102	9006
أحتاجك	3922	5.60	1.4142	4128
تجعل	3923	5.60	0.8330	1550
تمكن	3924	5.60	1.0302	7704
الولايات	3925	5.60	1.3093	1285
نبقى	3926	5.60	0.7559	2628
الأوقات	3927	5.60	0.9035	2640
انظروا	3928	5.60	0.8806	1315
جعلت	3929	5.60	1.0102	2915
يريدك	3930	5.60	1.1249	4488
آلو	3931	5.60	0.9689	4257
سيحضر	3932	5.60	0.7284	9886
خمسمائة	3933	5.60	1.0690	9636
نحن	3934	5.60	1.0498	43
ستعرف	3935	5.60	0.7825	6001
تسير	3936	5.60	0.6999	1622
لاتقلقي	3937	5.60	1.4569	6426
التكلم	3938	5.60	1.0498	3600
ياالهي	3939	5.60	2.0996	4010
الممرضة	3940	5.60	1.3093	5098
متوقع	3941	5.60	0.7825	6601
تتصرف	3942	5.60	0.8571	2899
يعرفه	3943	5.60	0.9258	6121
ترسل	3944	5.60	0.7284	4490
أعطه	3945	5.60	0.9476	5211
وبالطبع	3946	5.60	0.7284	8007
افعلها	3947	5.60	1.0102	2589
الحال	3948	5.60	0.9258	653
جرب	3949	5.60	1.4428	3948
إدخل	3950	5.60	0.9035	6587
رجلنا	3951	5.60	0.9258	7621
تنفسي	3952	5.60	1.2617	8538
يجلس	3953	5.60	0.9258	3261
لمقابلة	3954	5.60	0.8806	5759
أصغي	3955	5.60	0.8806	6800
نناقش	3956	5.60	0.8081	5874
قط	3957	5.60	1.3401	1275
القدوم	3958	5.60	1.0102	3316
أمشي	3959	5.60	0.9476	6858
أخذت	3960	5.60	0.9258	1017
الاشخاص	3961	5.60	1.1952	3111
ايجاد	3962	5.60	1.0102	5911
الصحفي	3963	5.58	1.3262	9996
المريخ	3964	5.58	0.9278	8260
التمثيل	3965	5.58	1.4721	6384
تحدثي	3966	5.58	1.1796	8891
اجل	3967	5.58	0.9055	313
البريد	3968	5.58	1.2950	2289
اتعرف	3969	5.58	0.7309	3016
معه	3970	5.58	0.8104	260
تخبريني	3971	5.58	0.9708	2937
يدخل	3972	5.58	0.7848	1846
الدراسية	3973	5.58	1.1796	9533
نحضر	3974	5.58	0.7025	5034
سالي	3975	5.58	1.0515	4984
عارف	3976	5.58	1.0120	9244
تحدث	3977	5.58	0.8827	786
بالجوار	3978	5.58	0.9495	3393
المقام	3979	5.58	0.9495	9381
أجرى	3980	5.58	1.0120	8516
يعودوا	3981	5.58	0.9055	6523
طاولة	3982	5.58	0.8593	4818
للغايه	3983	5.58	1.1265	3484
عملت	3984	5.58	1.0515	1288
لقب	3985	5.58	0.9916	8304
أدوات	3986	5.58	0.8827	7267
النداء	3987	5.58	0.9278	7380
التأثير	3988	5.58	0.9495	8042
حذائي	3989	5.58	1.1796	6859
لنذهب	3990	5.58	1.0319	403
مصدر	3991	5.58	0.9495	2282
تعرفين	3992	5.58	0.8352	364
السيد	3993	5.58	1.2304	202
لديكي	3994	5.58	0.9055	7696
اقفز	3995	5.58	1.1445	7881
الكبار	3996	5.58	1.3864	4637
ملاحظة	3997	5.58	0.8827	4652
صوت	3998	5.58	0.7848	950
أعطنى	3999	5.58	0.9916	2961
عقد	4000	5.58	1.0120	2663
نعرفه	4001	5.58	0.9495	4816
حقآ	4002	5.58	0.8593	8994
وسائل	4003	5.58	0.9055	5189
سيكون	4004	5.58	0.9278	128
والسعة	4005	5.58	1.2469	5091
تحل	4006	5.58	0.9495	8138
اليد	4007	5.58	0.8352	3141
رأيتهم	4008	5.58	0.8104	5969
ظهرت	4009	5.58	0.9055	3482
يستخدم	4010	5.58	0.9278	3333
الإنتهاء	4011	5.58	1.5398	6739
سراحه	4012	5.58	1.0708	6048
إدارة	4013	5.58	0.9055	3705
وزير	4014	5.58	1.5398	5902
يرتدي	4015	5.58	0.8593	3425
تلمس	4016	5.58	0.8352	4127
نفعله	4017	5.58	0.7584	2101
مركز	4018	5.58	1.0897	1083
فمه	4019	5.58	1.1082	7706
أحضرها	4020	5.58	0.9708	7419
شخصي	4021	5.58	1.0120	3276
ابقوا	4022	5.58	1.1622	3601
إنظروا	4023	5.58	0.8827	7830
يرون	4024	5.58	0.7584	7293
قررنا	4025	5.58	1.0515	6604
عنق	4026	5.58	1.2304	7919
إضافي	4027	5.58	1.0515	7540
اعلم	4028	5.58	0.8352	386
القلم	4029	5.58	1.1082	9515
الأعمال	4030	5.58	0.9278	1714
لتقديم	4031	5.58	0.6728	9371
الجوار	4032	5.58	0.6728	3807
عامة	4033	5.58	0.8827	7294
زائد	4034	5.58	1.0708	7470
تماسك	4035	5.58	1.3566	3840
أصبحوا	4036	5.58	0.9708	7388
الخطاب	4037	5.58	1.1622	5308
تيم	4038	5.58	1.1265	3275
يختار	4039	5.58	0.8593	9760
سأخرج	4040	5.58	1.1265	2994
يناير	4041	5.58	1.3107	8757
لارا	4042	5.58	0.9278	8124
قبعة	4043	5.58	1.0515	5397
يتصرف	4044	5.58	0.9278	5256
الدرع	4045	5.58	1.0515	7867
الرجاء	4046	5.58	1.1265	6006
نظري	4047	5.58	1.0515	7040
نأخذ	4048	5.58	0.8827	1933
الأسماء	4049	5.58	0.7848	4489
بالبقاء	4050	5.58	0.9495	7997
أيدينا	4051	5.58	0.8827	8904
مولي	4052	5.58	1.0515	3592
التذكر	4053	5.58	0.8104	9999
have	4054	5.58	0.9495	7281
الساعات	4055	5.58	1.0120	6307
اتصلت	4056	5.58	0.7848	1711
المخلوق	4057	5.58	1.3566	6320
الدقيقة	4058	5.58	1.1265	4557
شخصان	4059	5.58	1.0515	7452
نيس	4060	5.58	1.1622	6506
بالتحديد	4061	5.58	0.9708	3208
هي	4062	5.58	1.0515	55
ليلا	4063	5.58	1.5791	4994
نخب	4064	5.58	1.6424	2392
تفكري	4065	5.58	0.7309	6717
أسبوع	4066	5.58	1.0120	1682
الليله	4067	5.58	1.2469	1399
تجلب	4068	5.58	0.9916	4568
يعتمد	4069	5.58	1.0120	2366
عديدة	4070	5.58	1.0120	3666
بغداد	4071	5.58	1.3262	8623
لأخبرك	4072	5.56	0.7602	9808
خاصة	4073	5.56	1.0721	1078
البوابة	4074	5.56	0.8843	2586
دخلت	4075	5.56	0.8609	1882
رسلك	4076	5.56	1.0529	6232
للدفاع	4077	5.56	1.1980	8244
امور	4078	5.56	1.2643	8993
استعدوا	4079	5.56	0.9723	4819
صوته	4080	5.56	0.9071	8395
سمعته	4081	5.56	0.9293	2882
مكالمات	4082	5.56	0.9293	8796
أريـد	4083	5.56	0.8843	7174
سوق	4084	5.56	1.0529	5001
تخبرها	4085	5.56	0.7866	9092
الأمامي	4086	5.56	0.6749	4907
المحرك	4087	5.56	0.8369	4347
مشهد	4088	5.56	0.8369	3521
تمثيل	4089	5.56	1.2480	7998
الرئيس	4090	5.56	1.6056	425
معبد	4091	5.56	1.3874	8938
خطتك	4092	5.56	1.0529	5822
حبة	4093	5.56	0.8609	7580
النقاط	4094	5.56	0.9293	7404
يجدر	4095	5.56	1.1278	2084
عندك	4096	5.56	0.8122	663
أنظري	4097	5.56	0.7866	1211
محرك	4098	5.56	0.9071	7816
أمامه	4099	5.56	0.8609	8145
البيسبول	4100	5.56	1.3426	5940
الأيام	4101	5.56	1.1095	899
خريطة	4102	5.56	1.0333	5566
تنضم	4103	5.56	0.9071	9045
تذكر	4104	5.56	1.0134	724
لك	4105	5.56	0.9510	33
فوق	4106	5.56	0.8843	398
امم	4107	5.56	0.9930	7698
أخبرنى	4108	5.56	0.9723	2076
بالقرب	4109	5.56	1.0721	1973
ذهبنا	4110	5.56	1.0529	2809
ارض	4111	5.56	0.7866	8989
الظهر	4112	5.56	1.2149	2822
أحضروا	4113	5.56	1.0529	5180
التعامل	4114	5.56	1.0910	1769
أتعامل	4115	5.56	0.7602	5444
أكون	4116	5.56	0.8609	224
ضخمة	4117	5.56	1.2803	3559
ساعات	4118	5.56	1.1278	754
صحفي	4119	5.56	1.1095	7171
السلالم	4120	5.56	0.9723	5423
wanna	4121	5.56	1.1808	6831
كمان	4122	5.56	1.0529	9647
نفسى	4123	5.56	1.2480	1795
جسدي	4124	5.56	1.0721	5653
الو	4125	5.56	1.0134	8461
كاف	4126	5.56	1.2480	6279
استخدمت	4127	5.56	0.8609	7137
تريدين	4128	5.56	0.8369	357
الأذن	4129	5.56	0.8843	8870
جلبت	4130	5.56	0.8369	2908
أتريدون	4131	5.56	0.8122	9799
أمسكتك	4132	5.56	1.2316	9456
إستمعي	4133	5.56	1.0333	7727
لأكون	4134	5.56	0.9723	3682
يتعامل	4135	5.56	1.0134	7760
بوتر	4136	5.56	1.1095	5178
بالمناسبة	4137	5.56	0.8843	1376
تجلس	4138	5.56	0.8843	2302
انظر	4139	5.56	0.7866	193
الركض	4140	5.56	1.4165	6733
انهضي	4141	5.56	1.4591	9971
نخبك	4142	5.56	1.5928	9068
ادخلي	4143	5.56	0.9293	6183
تتكلم	4144	5.56	0.7866	969
تنوي	4145	5.56	0.8843	5252
يسمع	4146	5.56	0.8609	4109
الموقع	4147	5.56	0.9071	1904
أراه	4148	5.56	0.8609	1603
ارفع	4149	5.56	1.0333	3004
أقول	4150	5.56	0.7866	253
عرفنا	4151	5.56	0.9293	6491
بأسرع	4152	5.56	0.9071	3478
تسع	4153	5.56	1.0529	5987
استيقظي	4154	5.56	1.2803	8763
أتصل	4155	5.56	0.8843	1299
جسد	4156	5.56	1.0721	5190
أمامنا	4157	5.56	0.7045	3140
استمع	4158	5.56	0.8843	1534
أخبرتكم	4159	5.56	0.9293	8773
تام	4160	5.56	0.8369	5350
أخبركم	4161	5.56	0.9071	5556
بالقدر	4162	5.56	1.2643	8102
الاوقات	4163	5.56	0.9930	8251
هـي	4164	5.56	0.9293	9645
معي	4165	5.56	0.7602	168
رأيتي	4166	5.56	0.8609	7136
الامبراطور	4167	5.56	1.6056	7412
يخبرنا	4168	5.56	0.8609	7507
مجددا	4169	5.56	1.1808	2115
تراه	4170	5.56	0.9510	2140
سآخذ	4171	5.56	1.1808	2074
يبقي	4172	5.56	0.7329	6916
تريدها	4173	5.56	0.8122	5074
قرر	4174	5.56	1.1095	4144
النمر	4175	5.56	1.3874	5176
قناة	4176	5.56	0.7329	4822
ذراعيك	4177	5.56	0.9071	9403
اتصلوا	4178	5.56	0.8122	8917
إذنك	4179	5.56	1.0333	6067
بعمل	4180	5.56	0.9510	990
اخذت	4181	5.56	1.0721	3447
طويله	4182	5.54	1.3734	4470
ذكرت	4183	5.54	1.0730	4517
واقع	4184	5.54	1.0343	4401
أيديكم	4185	5.54	0.8381	5599
بالدخول	4186	5.54	0.9304	2487
نرسل	4187	5.54	0.8134	8982
الصفحة	4188	5.54	1.0539	5251
أمكنك	4189	5.54	0.8855	6972
القناة	4190	5.54	1.3126	4939
الطبية	4191	5.54	1.3280	4910
ستأخذ	4192	5.54	0.9733	5155
بأنفسنا	4193	5.54	0.7343	8043
الحمراء	4194	5.54	1.0539	2928
أرفع	4195	5.54	0.9521	5662
كتبت	4196	5.54	0.8855	2264
قفزت	4197	5.54	1.1466	8250
التالي	4198	5.54	0.9521	1086
تذكرين	4199	5.54	0.9304	5976
موسكو	4200	5.54	1.3126	5606
أولا	4201	5.54	1.1104	1076
تسمى	4202	5.54	0.9082	4928
إيميلي	4203	5.54	1.1104	3467
نظرت	4204	5.54	0.6764	2515
زجاج	4205	5.54	0.9941	8922
أتصرف	4206	5.54	1.0343	8861
سآتي	4207	5.54	0.8855	3538
اخبرك	4208	5.54	0.6764	1572
أشرح	4209	5.54	0.7343	4769
إفتحي	4210	5.54	0.9941	7978
أعطنا	4211	5.54	1.1988	8882
ونذهب	4212	5.54	1.0343	9696
