Word	Havg	StDev	GoogleRank
呼唤	3466	5.34	1.1359	6496
收音机	3467	5.34	1.2554	7125
共性	3468	5.34	1.1886	5589
道	3469	5.34	1.1359	828
人体	3470	5.34	1.2875	4035
领	3471	5.34	1.1537	1877
国家	3472	5.34	0.8478	46
双	3473	5.34	1.4086	3586
当家	3474	5.34	1.2224	6364
千	3475	5.34	1.0806	444
补	3476	5.34	1.2056	3495
描	3477	5.34	0.7722	7624
新兵	3478	5.34	1.3188	9344
中方	3479	5.34	1.2224	4458
一向	3480	5.34	1.1359	6503
名	3481	5.34	0.9817	430
同时	3482	5.34	0.9817	154
information	3483	5.34	0.9392	9413
业界	3484	5.34	1.2224	9745
次序	3485	5.34	1.0616	6989
南非	3486	5.34	1.3940	5518
房间	3487	5.34	1.1713	3555
览	3488	5.34	0.9172	8118
印第安	3489	5.34	1.2056	7548
july	3490	5.34	1.1178	9811
举动	3491	5.34	1.0422	4698
保留	3492	5.34	1.3342	1723
先	3493	5.34	1.0022	1213
恰	3494	5.34	0.9172	7465
更	3495	5.34	1.2715	120
u	3496	5.34	0.9172	5174
手法	3497	5.34	0.8947	2881
夫	3498	5.34	1.1713	1288
采购	3499	5.34	1.0994	2686
一步	3500	5.34	0.9172	1129
从业	3501	5.34	0.7174	2871
为人	3502	5.34	1.1886	4174
培植	3503	5.34	1.2224	9202
一片	3504	5.34	1.0994	3236
马	3505	5.34	1.0224	1484
航	3506	5.34	1.1537	6324
提议	3507	5.34	1.0806	4003
效	3508	5.34	0.9817	1901
for	3509	5.34	1.1178	2415
main	3510	5.34	1.1537	9497
路上	3511	5.34	1.3032	2950
江河	3512	5.34	1.4792	9616
数据	3513	5.34	0.9817	960
角色	3514	5.34	1.2715	1853
字典	3515	5.34	1.0806	8123
媒介	3516	5.34	1.1178	3926
曼	3517	5.34	1.3644	3672
确实	3518	5.34	1.4514	1576
情景	3519	5.34	1.1537	3448
重庆	3520	5.34	1.1537	3097
偶然	3521	5.34	1.2554	2746
小城	3522	5.34	1.2224	9836
行车	3523	5.34	0.8478	7629
报纸	3524	5.34	1.2715	1825
追逐	3525	5.34	1.3342	8157
壮族	3526	5.34	0.9172	7755
百	3527	5.34	1.2715	299
初中	3528	5.34	0.8947	4170
戴	3529	5.34	1.2554	6274
订立	3530	5.34	1.3644	3786
不仅	3531	5.34	1.1359	401
集中	3532	5.34	1.3793	605
热潮	3533	5.34	1.6734	6263
储	3534	5.34	1.2715	5038
杂文	3535	5.34	0.8947	9241
简要	3536	5.34	1.0994	5349
用途	3537	5.34	0.8234	3295
智利	3538	5.34	1.2390	8373
设想	3539	5.34	1.1886	2489
大局	3540	5.34	1.3644	5291
海岸	3541	5.34	1.3644	5376
顺序	3542	5.34	1.2056	2861
表示	3543	5.34	1.1713	567
烟台	3544	5.32	1.0388	7883
交付	3545	5.32	1.1147	3701
学期	3546	5.32	1.1147	7857
分发	3547	5.32	1.0774	9323
学生	3548	5.32	1.0388	413
本校	3549	5.32	0.9988	9434
拍摄	3550	5.32	1.2848	4329
公约	3551	5.32	0.9781	2318
玛	3552	5.32	1.3005	8080
托马斯	3553	5.32	1.0774	9374
法	3554	5.32	1.3316	212
永	3555	5.32	1.4769	6210
小学校	3556	5.32	1.2688	7031
从事	3557	5.32	1.0962	815
贸	3558	5.32	1.0388	2577
并行	3559	5.32	0.9355	6874
报刊	3560	5.32	1.1328	3750
点	3561	5.32	1.1507	443
转播	3562	5.32	1.0774	9152
申请	3563	5.32	0.9988	951
刊登	3564	5.32	0.8676	4228
功课	3565	5.32	1.1147	9425
鼓动	3566	5.32	1.5043	6453
推断	3567	5.32	1.0388	6046
唐	3568	5.32	1.3161	3744
园	3569	5.32	1.0388	4460
主	3570	5.32	1.3316	458
伴	3571	5.32	1.3005	8720
平面	3572	5.32	1.3005	4666
time	3573	5.32	1.4630	7232
持	3574	5.32	0.8437	1065
两性	3575	5.32	1.1683	6857
教材	3576	5.32	0.7677	2439
聚集	3577	5.32	1.1856	4321
集镇	3578	5.32	0.9355	6854
男	3579	5.32	1.2196	3854
郑州	3580	5.32	0.8908	4903
跨越	3581	5.32	1.2688	5490
集聚	3582	5.32	1.2688	8063
时间	3583	5.32	1.1328	240
排列	3584	5.32	1.2027	4260
运	3585	5.32	1.3768	1421
视线	3586	5.32	1.2362	7839
想来	3587	5.32	1.1683	9642
农场	3588	5.32	1.3468	2585
会场	3589	5.32	1.0774	5551
丹	3590	5.32	0.7407	6735
water	3591	5.32	1.4630	8340
经营	3592	5.32	1.3619	205
扩	3593	5.32	0.8676	3791
型	3594	5.32	0.9134	1077
地铁	3595	5.32	1.1507	9654
阅览	3596	5.32	1.1328	9053
尼克松	3597	5.32	1.2688	6029
族	3598	5.32	1.2526	1396
进程	3599	5.32	0.8192	1353
长春	3600	5.32	1.2526	6258
面孔	3601	5.32	1.0583	6498
委员	3602	5.32	1.0583	561
读者	3603	5.32	1.0190	952
河道	3604	5.32	0.9570	7701
词组	3605	5.32	1.1328	7084
四方	3606	5.32	1.2196	9495
董事会	3607	5.32	0.9134	3391
个人	3608	5.32	0.7407	269
堡	3609	5.32	1.3316	5386
船只	3610	5.32	1.0583	5359
决定	3611	5.32	1.1328	226
首先	3612	5.32	0.6207	533
款	3613	5.32	1.2848	990
船	3614	5.32	1.1683	3306
层次	3615	5.32	0.9988	1225
唯物	3616	5.32	1.1856	1373
南部	3617	5.32	1.0962	3540
教士	3618	5.32	1.0583	8615
刻画	3619	5.32	0.8676	8409
學生	3620	5.32	1.1147	9882
速率	3621	5.32	0.7407	7268
储存	3622	5.32	0.9570	4764
第	3623	5.32	1.0190	16
细节	3624	5.32	1.0388	3234
地貌	3625	5.32	0.9355	8913
往往	3626	5.32	0.8676	751
需求	3627	5.32	1.2027	756
对应	3628	5.32	0.9355	4350
特殊	3629	5.32	1.3468	643
平均	3630	5.32	0.8676	827
大脑	3631	5.32	1.1856	5368
公法	3632	5.32	0.9570	9908
天	3633	5.32	1.5312	407
属于	3634	5.32	1.1328	943
后代	3635	5.32	1.2526	5983
允	3636	5.32	1.0962	9767
专卖	3637	5.32	1.0190	9390
哲理	3638	5.32	1.2848	6317
根本	3639	5.32	0.8192	477
日记	3640	5.32	1.1856	5860
生	3641	5.32	1.1507	360
咖啡	3642	5.32	1.4490	4661
透	3643	5.32	0.7407	4327
other	3644	5.32	0.8192	5353
称呼	3645	5.32	0.9570	7200
意大利	3646	5.32	1.4907	2599
亚洲	3647	5.32	1.1328	1799
文体	3648	5.32	1.1328	5336
企	3649	5.32	0.9781	1534
趋同	3650	5.32	1.3005	9585
减免	3651	5.32	1.4907	4121
支票	3652	5.32	1.4490	7775
一同	3653	5.32	0.7126	7454
征集	3654	5.32	1.1683	8194
订购	3655	5.32	1.0388	7087
讲座	3656	5.32	1.3619	4956
看见	3657	5.32	1.3468	1541
觉察	3658	5.32	1.0962	8441
一把手	3659	5.32	1.5964	9623
众多	3660	5.32	1.3316	2106
北洋	3661	5.32	1.1856	7233
丛书	3662	5.32	1.1328	6243
岛屿	3663	5.32	1.2362	5651
头发	3664	5.32	0.7126	5434
工商业	3665	5.32	1.1683	2188
随时	3666	5.32	1.3316	2339
惊人	3667	5.32	1.3005	4408
商品	3668	5.32	1.0962	293
公安	3669	5.32	1.4630	2349
电灯	3670	5.32	0.9781	9314
one	3671	5.32	1.0583	6402
物种	3672	5.32	0.9781	7033
幻灯	3673	5.32	0.8908	8256
拟定	3674	5.32	0.9355	3840
小说	3675	5.32	1.3619	1078
共和	3676	5.32	1.0190	3144
一辈子	3677	5.32	1.3768	4707
入学	3678	5.32	1.2196	6449
外观	3679	5.32	0.9570	6414
衍生	3680	5.32	1.0388	5611
制造	3681	5.32	1.2526	830
和民	3682	5.32	1.0962	9655
写法	3683	5.32	0.9134	6710
合营	3684	5.32	0.8676	3902
特点	3685	5.32	1.2362	502
标记	3686	5.32	0.8908	6067
大大	3687	5.32	1.2196	1538
线索	3688	5.32	1.1507	4748
接触	3689	5.32	1.1147	1776
谷	3690	5.30	1.4604	9691
可	3691	5.30	1.2164	144
经历	3692	5.30	1.3439	1191
是个	3693	5.30	1.1294	1633
回族	3694	5.30	1.2657	5831
中外	3695	5.30	1.1294	2769
你們	3696	5.30	1.0738	9025
途径	3697	5.30	0.8631	1420
部长	3698	5.30	1.2164	1190
整体	3699	5.30	1.3590	1137
建议	3700	5.30	1.1650	886
观看	3701	5.30	1.0926	6008
foreign	3702	5.30	1.2164	7091
车站	3703	5.30	1.0926	6514
维修	3704	5.30	1.3132	3892
工作站	3705	5.30	1.2495	9436
准则	3706	5.30	0.9949	2314
寻求	3707	5.30	1.0351	2270
物	3708	5.30	0.8391	667
彬	3709	5.30	1.2164	9064
外交	3710	5.30	1.3590	1041
名字	3711	5.30	0.8631	1991
严密	3712	5.30	1.3439	3687
交换	3713	5.30	1.0738	1222
司令	3714	5.30	1.2817	2666
泰	3715	5.30	1.2817	4725
看待	3716	5.30	1.0351	3327
中医	3717	5.30	1.2495	7819
在意	3718	5.30	1.3590	8710
规则	3719	5.30	1.1473	1308
先导	3720	5.30	1.3590	8985
继承人	3721	5.30	1.5017	4822
only	3722	5.30	1.3590	8488
军人	3723	5.30	1.5682	2662
走向	3724	5.30	1.1112	1598
采取	3725	5.30	1.1824	420
面积	3726	5.30	0.9313	1039
盼望	3727	5.30	1.3439	7349
选取	3728	5.30	1.1995	5062
屈原	3729	5.30	1.2817	9387
全身	3730	5.30	1.2164	5970
语文	3731	5.30	1.4880	3591
守则	3732	5.30	1.3439	9172
一经	3733	5.30	1.1112	6373
到	3734	5.30	1.1824	27
经费	3735	5.30	1.2164	1583
指挥	3736	5.30	1.3132	1199
规律	3737	5.30	1.5286	636
land	3738	5.30	0.9949	9217
营运	3739	5.30	0.9742	5460
要点	3740	5.30	1.2164	5290
基石	3741	5.30	1.0546	9539
地壳	3742	5.30	1.1650	9618
养殖	3743	5.30	0.8631	6063
外语	3744	5.30	1.3887	5298
通	3745	5.30	1.2657	1147
啤酒	3746	5.30	1.3286	6526
中级	3747	5.30	1.1473	4749
共计	3748	5.30	0.9313	6036
招生	3749	5.30	1.2657	4354
水面	3750	5.30	0.7626	7166
级别	3751	5.30	1.2330	4424
说明	3752	5.30	0.7071	462
信用卡	3753	5.30	1.1112	6704
想	3754	5.30	1.0351	417
理睬	3755	5.30	0.9313	9283
全都	3756	5.30	1.0351	6391
剧本	3757	5.30	1.1473	3580
水量	3758	5.30	1.0546	6927
人身	3759	5.30	0.9742	3066
刚性	3760	5.30	1.2495	9926
堂	3761	5.30	1.3439	4651
人家	3762	5.30	0.9949	2845
目录	3763	5.30	0.9949	2396
空军	3764	5.30	1.2817	3464
水源	3765	5.30	1.1995	6279
越过	3766	5.30	0.8631	7622
邻	3767	5.30	0.8864	4719
消费品	3768	5.30	1.2495	2835
指向	3769	5.30	1.3286	4225
一樣	3770	5.30	1.1294	9770
建材	3771	5.30	0.9949	5492
澳大利亚	3772	5.30	1.3590	4394
水产	3773	5.30	0.9742	6476
hong	3774	5.30	1.1112	8905
情境	3775	5.30	1.1112	5716
平台	3776	5.30	0.9313	4437
汇集	3777	5.30	0.9949	5675
市区	3778	5.30	1.1473	4616
原动力	3779	5.30	1.2495	9974
民事权利	3780	5.30	1.1995	9662
团团	3781	5.30	0.9530	6554
卡片	3782	5.30	1.2657	7777
习俗	3783	5.30	1.1112	3394
公营	3784	5.30	1.2976	7641
蒙古	3785	5.30	1.3132	2781
帐篷	3786	5.30	1.2817	8825
事先	3787	5.30	0.6776	3678
工业国	3788	5.30	1.0351	9474
历来	3789	5.30	0.9313	4107
顾问	3790	5.30	1.0738	2814
着眼	3791	5.30	0.8144	3568
管理	3792	5.30	0.8864	85
直辖市	3793	5.30	1.3887	4482
班组	3794	5.30	0.9091	6901
水稻	3795	5.30	1.1650	4843
徐	3796	5.30	0.9742	7752
订货	3797	5.30	1.2817	5267
詹姆斯	3798	5.30	1.3740	9590
勘测	3799	5.30	0.9313	9761
身体	3800	5.30	0.8391	1658
望远镜	3801	5.30	1.5152	8950
召集	3802	5.30	1.0546	3630
定向	3803	5.30	0.8391	6909
建构	3804	5.30	0.9530	4902
微观	3805	5.30	0.9091	3261
出访	3806	5.30	1.3132	9853
同志	3807	5.30	1.1995	600
than	3808	5.30	0.9530	7568
抗日	3809	5.30	1.6933	1119
包装	3810	5.30	0.9530	3496
心里	3811	5.30	1.0546	2714
目的	3812	5.30	0.9530	416
into	3813	5.30	1.1650	7592
谷物	3814	5.30	1.3286	7532
流露	3815	5.30	0.7354	7088
今日	3816	5.30	1.0546	2474
归纳	3817	5.30	0.8631	3101
河流	3818	5.30	1.1824	4625
出來	3819	5.30	0.8864	9461
港	3820	5.30	0.9949	2234
本地	3821	5.30	0.8631	2391
横向	3822	5.30	1.3286	3037
饰	3823	5.30	1.0152	9970
注定	3824	5.30	1.5152	8747
十	3825	5.30	1.1112	21
救	3826	5.30	1.5551	4589
指点	3827	5.30	1.0926	8178
保住	3828	5.30	1.1824	8919
大专	3829	5.30	1.2495	3999
书目	3830	5.30	1.1650	6593
房	3831	5.30	1.3590	1537
直	3832	5.30	1.0152	2727
盟国	3833	5.30	1.2495	7970
课题	3834	5.30	0.8391	1792
记录	3835	5.30	0.8391	1448
人	3836	5.30	1.0926	12
余额	3837	5.30	1.1473	3505
承认	3838	5.30	1.1473	962
境	3839	5.30	0.8864	1731
习惯	3840	5.30	1.4321	1351
跨度	3841	5.30	0.8391	9220
邻近	3842	5.30	0.9949	5515
显然	3843	5.30	1.0926	1260
故事	3844	5.30	1.3132	911
system	3845	5.30	1.1650	6023
合众国	3846	5.30	0.8864	9880
提请	3847	5.30	1.2817	5924
上涨	3848	5.30	1.6568	2352
队长	3849	5.30	1.0351	9298
劳动	3850	5.30	1.1473	187
定价	3851	5.30	1.0351	3532
各地	3852	5.30	0.9949	901
送	3853	5.30	1.0738	1951
那天	3854	5.30	1.2976	4897
遇	3855	5.30	0.9091	1827
专门	3856	5.30	1.1650	982
衣	3857	5.30	1.4321	4640
立宪	3858	5.30	1.2330	8944
招标	3859	5.30	1.1824	3474
味	3860	5.30	0.7890	5085
无锡	3861	5.30	1.3132	6404
操作	3862	5.30	0.8864	1268
犹如	3863	5.30	1.0351	7985
货物	3864	5.30	0.9530	1465
主持	3865	5.30	1.1650	1745
金属	3866	5.30	0.8631	4213
发射	3867	5.30	1.1473	4258
public	3868	5.30	0.9949	7730
伯	3869	5.30	0.8391	3031
格局	3870	5.30	0.8864	2629
通力	3871	5.30	1.3439	9936
方程	3872	5.30	1.1473	7724
走	3873	5.30	0.9313	591
评价	3874	5.30	0.9949	876
接轨	3875	5.30	1.4033	7507
竞	3876	5.30	1.1824	4586
产品	3877	5.30	0.9530	146
书记	3878	5.30	1.5551	1530
体质	3879	5.28	0.8340	7838
直径	3880	5.28	0.7570	8631
存在	3881	5.28	1.1073	221
远洋	3882	5.28	0.9697	8239
试用	3883	5.28	1.1613	9059
并重	3884	5.28	0.9485	7828
模型	3885	5.28	1.1073	1893
波兰	3886	5.28	1.1959	3848
一连串	3887	5.28	1.0309	8002
手指	3888	5.28	0.9906	9679
回收	3889	5.28	1.3254	4847
预计	3890	5.28	1.0110	3300
有三	3891	5.28	0.8816	2067
形形色色	3892	5.28	1.3099	7036
授	3893	5.28	1.0698	4943
史家	3894	5.28	0.7835	9397
额外	3895	5.28	1.4291	5761
行为	3896	5.28	1.0309	320
宁波	3897	5.28	1.0309	5065
信徒	3898	5.28	1.3407	6886
广场	3899	5.28	1.0887	5023
d	3900	5.28	1.3559	2796
终身	3901	5.28	1.1787	4211
并购	3902	5.28	1.0506	5613
土耳其	3903	5.28	1.2784	5050
method	3904	5.28	1.0309	9417
业务	3905	5.28	0.9267	492
法律	3906	5.28	1.4852	251
发行	3907	5.28	0.7296	999
公务	3908	5.28	1.0110	4215
science	3909	5.28	1.4434	8365
东亚	3910	5.28	1.2623	3862
同	3911	5.28	1.0887	278
老子	3912	5.28	1.7384	5863
奶	3913	5.28	1.1787	6116
流转	3914	5.28	1.3099	6494
技工	3915	5.28	1.1613	9191
有机	3916	5.28	1.0309	2360
出面	3917	5.28	1.2129	7971
大举	3918	5.28	1.2623	9972
运载	3919	5.28	0.7835	8984
预报	3920	5.28	1.3856	6864
观念	3921	5.28	1.0506	656
上午	3922	5.28	1.0698	2176
安理会	3923	5.28	1.0506	6016
双边	3924	5.28	0.8091	3990
历程	3925	5.28	1.0887	3662
冬季	3926	5.28	1.4852	5361
核算	3927	5.28	0.9267	1936
序幕	3928	5.28	0.8091	8718
书籍	3929	5.28	1.3254	3389
时事	3930	5.28	1.0698	8772
月	3931	5.28	1.2623	22
医学	3932	5.28	1.1256	2170
更深	3933	5.28	1.3099	5509
初衷	3934	5.28	1.1787	8397
相互	3935	5.28	0.7835	721
微型	3936	5.28	0.9906	8892
阵子	3937	5.28	1.1256	9372
生理	3938	5.28	0.9485	3530
遍布	3939	5.28	1.0309	8987
白	3940	5.28	1.5391	2842
名单	3941	5.28	1.1613	3120
现任	3942	5.28	1.2129	6753
保密	3943	5.28	1.2296	4266
飞行	3944	5.28	1.2784	4105
介绍	3945	5.28	1.2943	832
庄稼	3946	5.28	1.4852	9721
动作	3947	5.28	1.0698	1943
印度尼西亚	3948	5.28	1.4291	5223
鲁	3949	5.28	0.8816	3499
成年	3950	5.28	1.1787	4422
思索	3951	5.28	1.4148	4899
团	3952	5.28	1.3099	688
貌	3953	5.28	1.0887	8620
敦促	3954	5.28	1.2129	9378
向着	3955	5.28	0.9044	5819
延续	3956	5.28	1.2461	3090
陆地	3957	5.28	0.9267	8369
制定	3958	5.28	0.7010	562
时期	3959	5.28	1.1073	325
举措	3960	5.28	1.1436	5259
do	3961	5.28	1.2296	8041
天地	3962	5.28	0.9485	3075
书局	3963	5.28	1.2129	9608
城镇	3964	5.28	0.8581	1122
节点	3965	5.28	1.0506	6619
综述	3966	5.28	0.7296	9416
登陆	3967	5.28	1.0506	4946
卫队	3968	5.28	1.0110	5064
会计师	3969	5.28	1.1959	5079
行李	3970	5.28	1.1613	8971
口头	3971	5.28	0.9697	3600
配套	3972	5.28	0.9267	1875
轨道	3973	5.28	1.0309	2601
验证	3974	5.28	0.9044	4273
如何	3975	5.28	1.0506	488
常州	3976	5.28	1.3407	8801
确立	3977	5.28	1.1256	1640
科威特	3978	5.28	1.0110	9699
天文学	3979	5.28	1.3708	6054
世	3980	5.28	0.9697	1677
公众	3981	5.28	1.1959	2542
在线	3982	5.28	1.1436	7686
结合	3983	5.28	1.0506	509
论坛	3984	5.28	1.0110	4451
职责	3985	5.28	1.2129	1982
岸	3986	5.28	0.9267	5246
过来	3987	5.28	0.9697	2904
仪表	3988	5.28	1.0110	5274
相等	3989	5.28	1.2296	4642
奉	3990	5.28	1.0506	9271
在场	3991	5.28	1.0309	7352
固体	3992	5.28	0.9697	9649
肩膀	3993	5.28	1.1436	7817
借助	3994	5.28	1.0309	3072
参议院	3995	5.28	1.0309	6319
哈尔滨	3996	5.28	1.6908	3526
出境	3997	5.28	1.2129	5786
淡	3998	5.28	0.9697	9938
前沿	3999	5.28	1.5258	5595
评议	4000	5.28	0.9906	4888
代表	4001	5.28	1.1073	156
全国	4002	5.28	0.9697	204
应	4003	5.28	1.1959	147
显示	4004	5.28	0.9485	1200
参照	4005	5.28	1.3559	3294
目	4006	5.28	1.3407	1394
鼻子	4007	5.28	1.0309	5943
一度	4008	5.28	1.1436	4161
沿革	4009	5.28	0.9044	7045
证件	4010	5.28	1.0506	5309
主编	4011	5.28	1.1073	5833
外部	4012	5.28	1.1787	1629
幻想	4013	5.28	1.6542	3414
浪	4014	5.28	0.8581	9875
农民	4015	5.28	1.4291	300
粮油	4016	5.28	1.2129	7137
国有股	4017	5.28	1.1073	9978
网上	4018	5.28	1.2784	4630
文档	4019	5.28	1.0110	6900
production	4020	5.28	1.2623	8506
明明	4021	5.28	1.1959	7597
商会	4022	5.28	0.9044	4951
搞活	4023	5.28	1.3708	4490
室内	4024	5.28	1.1959	5195
进行	4025	5.28	1.1256	65
products	4026	5.28	1.3407	5878
希	4027	5.28	0.8816	3615
入手	4028	5.28	0.9697	8836
助理	4029	5.28	0.9485	4403
股份制	4030	5.28	1.0698	2504
人们	4031	5.28	1.0698	246
学生会	4032	5.28	1.2784	8229
新四军	4033	5.28	1.3254	6355
一章	4034	5.28	0.9485	3995
辨别	4035	5.28	0.9697	7201
消费	4036	5.28	1.4574	537
足迹	4037	5.28	1.3254	8158
墨西哥	4038	5.28	1.1787	5255
旋转	4039	5.28	1.0698	6549
克服	4040	5.28	1.4714	1718
安娜	4041	5.28	1.2623	9165
夜晚	4042	5.28	1.1613	4983
一样	4043	5.28	1.3099	547
话语	4044	5.28	1.0506	6980
去向	4045	5.28	0.8816	8287
股东	4046	5.28	0.7296	1780
质	4047	5.28	1.1073	1275
洛阳	4048	5.28	1.2296	7950
交互	4049	5.28	0.9485	6052
自己	4050	5.28	1.4291	72
雷达	4051	5.28	1.0110	8012
雇员	4052	5.28	1.2129	4564
特定	4053	5.28	1.1787	1333
口岸	4054	5.28	1.2461	4921
察觉	4055	5.28	1.1073	8811
范围	4056	5.28	0.8340	404
行情	4057	5.28	0.8340	7541
夜间	4058	5.28	1.1613	7147
群岛	4059	5.28	0.7835	4933
国库	4060	5.28	1.3407	6684
流通	4061	5.28	1.3856	1287
出去	4062	5.28	1.5654	2284
再生产	4063	5.28	1.2296	2022
了解	4064	5.28	1.2784	650
语义	4065	5.28	0.6402	5664
论证	4066	5.28	0.7570	3633
利息	4067	5.28	1.2623	3781
意料	4068	5.28	1.1073	8242
种族	4069	5.26	1.3674	3284
依次	4070	5.26	1.0654	5087
依然	4071	5.26	1.1214	2305
股	4072	5.26	1.1572	1754
跃进	4073	5.26	1.4401	7695
旗帜	4074	5.26	1.1395	3506
會	4075	5.26	0.8762	3560
声	4076	5.26	1.2257	1911
construction	4077	5.26	1.2586	8989
制订	4078	5.26	1.0844	1905
声势	4079	5.26	0.9649	5739
手工	4080	5.26	1.1747	4877
协议	4081	5.26	1.2747	1090
冶炼	4082	5.26	0.8992	7049
莫斯科	4083	5.26	1.1214	3584
饮食业	4084	5.26	1.0654	7810
聚合	4085	5.26	1.0264	9046
校长	4086	5.26	1.3969	3246
集合	4087	5.26	1.0844	4237
预先	4088	5.26	1.1395	5020
理学	4089	5.26	1.2747	3285
大纲	4090	5.26	1.3969	4540
提案	4091	5.26	0.8992	4202
theory	4092	5.26	1.1572	9277
更改	4093	5.26	1.1747	5646
河南	4094	5.26	1.3822	2817
成员	4095	5.26	0.8033	794
检测	4096	5.26	0.9649	3611
取	4097	5.26	1.2906	1295
子	4098	5.26	0.7231	813
商业	4099	5.26	1.1572	495
any	4100	5.26	1.0063	9333
圈子	4101	5.26	0.8526	7069
旗	4102	5.26	1.1920	8419
交叉	4103	5.26	1.1031	4205
part	4104	5.26	1.0264	9092
骑	4105	5.26	0.8992	7424
藉	4106	5.26	1.2906	8175
深入	4107	5.26	1.1214	1094
筹划	4108	5.26	1.2747	7699
居民	4109	5.26	1.3063	812
做	4110	5.26	1.1395	206
這個	4111	5.26	0.9858	5013
汉	4112	5.26	1.1920	4823
综	4113	5.26	0.9858	7060
r	4114	5.26	1.0063	4227
理	4115	5.26	0.6642	573
教学	4116	5.26	1.1572	702
平常	4117	5.26	1.0264	5187
来	4118	5.26	0.9435	38
始终	4119	5.26	1.0461	1348
体力	4120	5.26	1.2090	4803
选拔	4121	5.26	1.2257	3642
电器	4122	5.26	1.2257	5147
家用	4123	5.26	1.2747	8425
桌	4124	5.26	0.8992	5539
宣言	4125	5.26	1.4115	2293
妇	4126	5.26	1.0264	4602
承包	4127	5.26	1.1214	1472
毛泽东	4128	5.26	2.0082	1031
依照	4129	5.26	1.1395	1804
俄罗斯	4130	5.26	1.1031	2177
园区	4131	5.26	1.0461	6469
中学校	4132	5.26	0.9216	9091
期货	4133	5.26	1.2586	3868
四川	4134	5.26	1.3219	2437
同期	4135	5.26	1.1572	3107
季	4136	5.26	1.0063	6182
典籍	4137	5.26	1.4401	8689
竞选	4138	5.26	1.2586	5116
系列	4139	5.26	1.2586	879
基建	4140	5.26	0.7231	4222
national	4141	5.26	1.1395	7524
年终	4142	5.26	1.2586	8582
纪录	4143	5.26	1.2090	4292
伦理	4144	5.26	1.4682	1984
渔民	4145	5.26	1.0063	7469
答复	4146	5.26	1.1920	3167
wto	4147	5.26	1.3822	5207
公证	4148	5.26	1.1395	4773
移植	4149	5.26	1.1031	6375
尤其	4150	5.26	1.1031	700
文坛	4151	5.26	1.4401	6273
林业	4152	5.26	0.7775	2535
饱和	4153	5.26	1.5624	9085
名称	4154	5.26	0.8526	1502
港口	4155	5.26	1.1214	3065
之	4156	5.26	1.1395	33
守	4157	5.26	0.9435	4675
乌托邦	4158	5.26	1.5361	8387
大门	4159	5.26	0.9435	5036
教员	4160	5.26	1.0654	6682
棉布	4161	5.26	0.9435	9048
勘	4162	5.26	1.1395	7263
逐渐	4163	5.26	1.0063	948
各区	4164	5.26	1.0264	6811
王朝	4165	5.26	1.2747	5047
厚度	4166	5.26	1.2090	9210
相应	4167	5.26	1.0264	1151
看望	4168	5.26	1.4115	7138
瑞	4169	5.26	1.1031	7756
供	4170	5.26	1.1920	1293
盟	4171	5.26	1.0461	2365
业主	4172	5.26	0.9858	5214
推出	4173	5.26	1.1214	2976
独资	4174	5.26	1.0654	4223
种	4175	5.26	1.3524	14
团队	4176	5.26	1.1572	4472
形	4177	5.26	0.8283	1434
水中	4178	5.26	1.2257	7483
提前	4179	5.26	1.1572	3265
定律	4180	5.26	1.1214	7648
依托	4181	5.26	1.3063	4807
一双	4182	5.26	1.1214	7185
沃	4183	5.26	1.2906	5254
当地	4184	5.26	0.6642	1099
骨	4185	5.26	0.9858	7811
师资	4186	5.26	1.2257	4747
箱	4187	5.26	0.9649	6466
需	4188	5.26	0.8762	1011
耕种	4189	5.26	1.2747	6892
探讨	4190	5.26	1.2257	1447
传媒	4191	5.26	0.9216	5465
长	4192	5.26	1.2906	180
上边	4193	5.26	1.3822	9565
开始	4194	5.26	1.5624	220
署名	4195	5.26	0.8526	9320
水力	4196	5.26	0.7508	9719
原料	4197	5.26	0.7775	1968
问世	4198	5.26	1.0264	6891
思想性	4199	5.26	1.3372	6790
地表	4200	5.26	1.0264	6612
国企	4201	5.26	1.0654	7788
印证	4202	5.26	1.0654	9858
总督	4203	5.26	1.1031	8436
老爷	4204	5.26	1.2906	7134
气力	4205	5.26	1.4401	8563
在任	4206	5.26	1.0063	8495
纤维	4207	5.26	0.8762	4989
此前	4208	5.26	1.1395	6852
水平	4209	5.26	1.3674	274
有赖	4210	5.26	1.4115	9147
人名	4211	5.26	0.7775	8940
上面	4212	5.26	1.1214	1858
大楼	4213	5.26	1.3822	4900
常规	4214	5.26	1.0063	4088
句子	4215	5.26	0.8033	2921
图	4216	5.26	1.2257	1277
开口	4217	5.26	1.3372	7004
三九	4218	5.26	1.1031	7009
以色列	4219	5.26	1.2747	4065
一统	4220	5.26	1.5361	7863
与会	4221	5.26	0.9649	3680
平方	4222	5.26	1.1572	1619
海员	4223	5.26	1.2090	9650
硬件	4224	5.26	1.1031	4885
刘	4225	5.26	1.4115	3535
学院	4226	5.26	1.1395	1235
走路	4227	5.26	1.0063	8131
时常	4228	5.26	0.9216	5989
实例	4229	5.26	1.0063	4865
上层	4230	5.26	1.1214	2652
设备	4231	5.26	1.1214	574
陈	4232	5.26	1.0264	2741
理工	4233	5.26	1.1747	8215
效应	4234	5.26	1.1920	2490
西方	4235	5.26	1.4401	767
今年	4236	5.26	1.0461	1281
本国	4237	5.26	1.3969	2079
德里	4238	5.26	0.8033	6667
回应	4239	5.26	1.2747	8180
